G,R,X,Y,GR,UID,WrongR,qw,qb,X_count,Y_count,Y_count_resolve
F,W,-3.703584144275605,-3.3931419250251578,FW,20,B,-1,-1,-3.703584144275605,-3.3931419250251578,-3.3931419250251578
M,B,0.3905683088773882,0.021384282229549526,MB,21,B,-1,-1,-2.569322962432292,-7.346423985364447,-0.3592526790474364
M,W,-0.7758409463833367,-0.750339133958146,MW,22,B,-1,-1,-3.735732217693017,-8.118147401552141,-1.130976095235132
M,B,-0.5674561023190783,-1.0202533272193004,MB,23,W,-1,-1,-3.527347373628759,-8.625985881848365,-1.6388145755313555
F,W,-1.6090461725234662,-1.3498457004522044,FW,24,W,-1,-1,-1.6090461725234662,-1.6098972990747724,-1.6098972990747724
M,W,0.3262016479536607,0.3626620844883223,MW,25,B,-1,-1,-2.6336896233560196,-7.005146183105674,-0.017974876788663607
F,B,-3.8091100721561153,-3.6562396322535857,FB,26,W,-1,-1,-3.8091100721561153,-3.916291230876154,-3.916291230876154
M,B,-0.4907198568457277,-0.4832802078951768,MB,27,B,-1,-1,-3.450611128155408,-7.851088475489172,-0.8639171691721628
M,W,-0.15014984582324198,0.012001608719690776,MW,28,W,-1,-1,-3.1100411171329223,-7.593730945909374,-0.6065596395923641
M,W,-0.14904460328362198,-0.22072146017844166,MW,29,W,-1,-1,-3.1089358745933025,-7.826454014807506,-0.8392827084904966
M,W,-0.15013980851525674,-0.1739432316506905,MW,30,B,-1,-1,-3.110031079824937,-7.541751499244686,-0.5545801929276765
M,W,0.7945196429662567,0.7114469029687891,MW,31,B,-1,-1,-2.165371628343424,-6.656361364625207,0.33080994169180317
M,W,-0.058172734170473375,-0.13917031518112655,MW,32,W,-1,-1,-3.0180640054801535,-7.744902869810192,-0.7577315634931815
M,W,0.5630528953706819,0.2711381684822233,MW,33,B,-1,-1,-2.3968383759389984,-7.096670099111773,-0.10949879279476266
M,B,0.9223633188348842,0.6012508500529022,MB,34,B,-1,-1,-2.0375279524747962,-6.766557417541094,0.2206138887759163
F,B,-3.2799238647444966,-3.1371618133973533,FB,35,W,-1,-1,-3.2799238647444966,-3.397213412019921,-3.397213412019921
M,B,0.5970800614503171,0.09469408751697778,MB,36,B,-1,-1,-2.3628112098593634,-7.273114180077018,-0.28594287376000815
M,B,0.8491179289057442,0.3289873916763098,MB,37,W,-1,-1,-2.1107733424039363,-7.276745162952755,-0.28957385663574514
F,B,-2.9777011326079488,-2.89933727577141,FB,38,W,-1,-1,-2.9777011326079488,-3.1593888743939784,-3.1593888743939784
F,W,-3.3620064391015334,-3.1660940021643196,FW,39,W,-1,-1,-3.3620064391015334,-3.426145600786888,-3.426145600786888
M,W,0.20411892791766872,0.18186756144763644,MW,40,W,-1,-1,-2.7557723433920116,-7.423864993181429,-0.4366936868644185
F,W,-3.9947226899116064,-3.4710822459935127,FW,41,W,-1,-1,-3.9947226899116064,-3.731133844616081,-3.731133844616081
M,W,-0.6072265832295489,-0.3548061633179677,MW,42,B,-1,-1,-3.5671178545392292,-7.722614430911964,-0.7354431245949536
M,W,0.41959081451597663,0.23379991625961424,MW,43,W,-1,-1,-2.5403004567937035,-7.371932638369451,-0.3847613320524407
F,W,-3.2845214935057028,-3.0869675877628104,FW,44,B,-1,-1,-3.2845214935057028,-3.0869675877628104,-3.0869675877628104
M,W,-0.3945740903104129,-0.3860276547810698,MW,45,B,-1,-1,-3.3544653616200932,-7.753835922375066,-0.7666646160580557
M,B,1.100280410087958,0.760474495719604,MB,46,W,-1,-1,-1.8596108612217224,-6.845258058909461,0.14191324740754907
M,W,-0.991320422263219,-0.7670285512689979,MW,47,B,-1,-1,-3.9512116935728994,-8.134836818862993,-1.1476655125459838
F,B,-2.036346333715643,-2.1808080165716697,FB,48,B,-1,-1,-2.036346333715643,-2.1808080165716697,-2.1808080165716697
M,W,0.380656183525782,0.18888136335923994,MW,49,W,-1,-1,-2.579235087783898,-7.416851191269825,-0.429679884952815
M,W,0.739820668657846,0.5888779298019893,MW,50,W,-1,-1,-2.2200706026518344,-7.016854624827076,-0.02968331851006567
M,W,-0.21811049758635026,-0.3222061750810632,MW,51,W,-1,-1,-3.1780017688960305,-7.927938729710128,-0.9407674233931181
M,W,0.3095243146472459,0.3102302708916589,MW,52,W,-1,-1,-2.6503669566624346,-7.295502283737406,-0.30833097742039606
M,W,-0.11003116778144068,-0.08444122199146666,MW,53,B,-1,-1,-3.069922439091121,-7.452249489585463,-0.46507818326845257
F,B,-3.927261622208009,-3.536094799700546,FB,54,B,-1,-1,-3.927261622208009,-3.536094799700546,-3.536094799700546
M,W,-0.13252757945783267,-0.12547130244282462,MW,55,W,-1,-1,-3.0924188507675128,-7.73120385707189,-0.7440325507548795
F,B,-2.155637835679632,-2.2786074798740534,FB,56,W,-1,-1,-2.155637835679632,-2.5386590784966216,-2.5386590784966216
F,W,-2.5518724102359904,-2.1841144098791525,FW,57,W,-1,-1,-2.5518724102359904,-2.4441660085017203,-2.4441660085017203
M,B,1.4349936546282362,0.8392369867088563,MB,58,B,-1,-1,-1.524897616681444,-6.5285712808851395,0.45860002543187034
M,B,-0.6859665169902236,-0.7718527874350298,MB,59,B,-1,-1,-3.645857788299904,-8.139661055029025,-1.1524897487120158
F,W,-2.6916564119700563,-2.5334922348348123,FW,60,W,-1,-1,-2.6916564119700563,-2.79354383345738,-2.79354383345738
F,B,-4.010677883352049,-4.014213286892394,FB,61,W,-1,-1,-4.010677883352049,-4.274264885514962,-4.274264885514962
M,W,0.22266291681871486,0.23662848165435654,MW,62,B,-1,-1,-2.7372283544909655,-7.131179785939639,-0.1440084796226294
M,B,0.31172369437872866,-0.2460028502496977,MB,63,B,-1,-1,-2.648167576930952,-7.613811117843694,-0.6266398115266836
M,B,0.3700568830896903,-0.1018186683665595,MB,64,B,-1,-1,-2.58983438821999,-7.469626935960555,-0.48245562964354544
M,B,0.06833000885545927,-0.35029151345766546,MB,65,W,-1,-1,-2.891561262454221,-7.95602406808673,-0.9688527617697205
F,B,-3.813937996266892,-3.5681113338805317,FB,66,W,-1,-1,-3.813937996266892,-3.8281629325030995,-3.8281629325030995
M,B,-0.4046703729394451,-0.6615652560731227,MB,67,B,-1,-1,-3.3645616442491253,-8.029373523667118,-1.0422022173501087
M,W,0.2120943403419044,0.17386902880878707,MW,68,W,-1,-1,-2.747796930967776,-7.431863525820278,-0.44469221950326787
F,W,-1.7885868337849242,-1.8733233465526384,FW,69,W,-1,-1,-1.7885868337849242,-2.1333749451752064,-2.1333749451752064
F,W,-3.0684573530597015,-2.8706039582392986,FW,70,W,-1,-1,-3.0684573530597015,-3.130655556861867,-3.130655556861867
M,B,-0.03213865946246845,-0.2529753910194135,MB,71,B,-1,-1,-2.9920299307721487,-7.6207836586134095,-0.6336123522963995
M,W,0.8023368222613951,0.598249230501016,MW,72,B,-1,-1,-2.157554449048285,-6.76955903709298,0.21761226922403004
M,W,0.2772628151357661,0.3381173280545228,MW,73,W,-1,-1,-2.682628456173914,-7.267615226574542,-0.2804439202575321
M,B,-0.32521914991583545,-0.4631503437323373,MB,74,W,-1,-1,-3.2851104212255158,-8.068882898361402,-1.0817115920443923
F,W,-4.561800438590316,-4.130057429646628,FW,75,W,-1,-1,-4.561800438590316,-4.390109028269197,-4.390109028269197
F,B,-1.6819347212399092,-2.2114150170249083,FB,76,W,-1,-1,-1.6819347212399092,-2.4714666156474765,-2.4714666156474765
F,W,-3.3705973255109827,-3.1531233346370584,FW,77,B,-1,-1,-3.3705973255109827,-3.1531233346370584,-3.1531233346370584
M,W,-0.3899588586670317,-0.36281066121848143,MW,78,W,-1,-1,-3.349850129976712,-7.968543215847546,-0.9813719095305364
F,W,-2.372892094116393,-2.3160922616600805,FW,79,W,-1,-1,-2.372892094116393,-2.5761438602826487,-2.5761438602826487
M,W,-0.23818736598937504,-0.3177480470282895,MW,80,W,-1,-1,-3.1980786372990555,-7.923480601657355,-0.9363092953403445
F,B,-3.01842704743074,-2.9723640680138432,FB,81,W,-1,-1,-3.01842704743074,-3.2324156666364114,-3.2324156666364114
M,B,-0.6268919957948571,-0.6797619342737891,MB,82,W,-1,-1,-3.586783267104537,-8.285494488902854,-1.2983231825858441
F,W,-3.5531323676486672,-3.179595214402959,FW,83,W,-1,-1,-3.5531323676486672,-3.4396468130255267,-3.4396468130255267
M,W,-0.5862175439083193,-0.528503434343046,MW,84,W,-1,-1,-3.5461088152179996,-8.134235988972112,-1.147064682655101
M,W,1.2809804267136582,1.1040509640772336,MW,85,B,-1,-1,-1.6789108445960221,-6.263757303516762,0.7234140028002476
M,B,-0.019607233590691563,-0.3219233318912308,MB,86,B,-1,-1,-2.9794985049003717,-7.689731599485227,-0.7025602931682167
M,W,-0.5373623481937114,-0.4089125420867588,MW,87,W,-1,-1,-3.497253619503392,-8.014645096715824,-1.0274737903988138
F,W,-1.142823153051646,-1.2196059944611009,FW,88,W,-1,-1,-1.142823153051646,-1.4796575930836688,-1.4796575930836688
M,W,-0.917868140804296,-1.0291297236826782,MW,89,B,-1,-1,-3.8777594121139765,-8.396937991276674,-1.4097666849596642
M,B,-0.048999950137195485,-0.30965269854710264,MB,90,B,-1,-1,-3.0088912214468757,-7.677460966141099,-0.6902896598240886
F,W,-3.1744267729369557,-3.2098194537829547,FW,91,W,-1,-1,-3.1744267729369557,-3.469871052405523,-3.469871052405523
M,B,-0.3700498844159435,-0.4672208199558303,MB,92,B,-1,-1,-3.3299411557256238,-7.8350290875498265,-0.8478577812328163
F,W,-1.7456753836679455,-1.6639169378727168,FW,93,W,-1,-1,-1.7456753836679455,-1.9239685364952848,-1.9239685364952848
M,B,-0.2741176069155563,-0.2843371313411329,MB,94,W,-1,-1,-3.2340088782252367,-7.8900696859701975,-0.9028983796531879
M,W,0.9224163490061827,0.7765716104171487,MW,95,B,-1,-1,-2.0374749223034976,-6.5912366571768475,0.3959346491401628
M,W,0.4186125403998133,0.4004706303473022,MW,96,W,-1,-1,-2.541278730909867,-7.205261924281762,-0.21809061796475276
F,W,-4.999237850292898,-4.321080198390518,FW,97,B,-1,-1,-4.999237850292898,-4.321080198390518,-4.321080198390518
F,B,-2.910679520564056,-3.0337533756604054,FB,98,B,-1,-1,-2.910679520564056,-3.0337533756604054,-3.0337533756604054
F,B,-2.7405333081154515,-2.7329845915986226,FB,99,B,-1,-1,-2.7405333081154515,-2.7329845915986226,-2.7329845915986226
M,W,-0.41170654008139945,-0.31581947472299826,MW,100,B,-1,-1,-3.3715978113910796,-7.683627742316994,-0.6964564359999842
F,B,-1.258727221802375,-1.5828014415150908,FB,101,B,-1,-1,-1.258727221802375,-1.5828014415150908,-1.5828014415150908
M,W,1.523367043637518,1.2577543995560263,MW,102,B,-1,-1,-1.4365242276721624,-6.110053868037969,0.8771174382790403
M,W,-0.4828728837055849,-0.2401636208929636,MW,103,W,-1,-1,-3.442764155015265,-7.845896175522029,-0.8587248692050186
M,W,0.11266257429397675,-0.008171584875487678,MW,104,W,-1,-1,-2.8472286970157037,-7.613904139504553,-0.6267328331875426
M,B,0.22293481645164026,-0.032810182910124684,MB,105,B,-1,-1,-2.7369564548580403,-7.400618450504121,-0.4134471441871106
M,B,-0.8432599757813405,-1.1117249690522089,MB,106,B,-1,-1,-3.8031512470910207,-8.479533236646205,-1.4923619303291948
F,W,-3.930825548752421,-3.660020850178314,FW,107,W,-1,-1,-3.930825548752421,-3.920072448800882,-3.920072448800882
M,W,-0.14436473797086855,-0.13662690373176073,MW,108,B,-1,-1,-3.1042560092805487,-7.504435171325756,-0.5172638650087467
F,B,-2.9942442482046747,-3.03257057674372,FB,109,W,-1,-1,-2.9942442482046747,-3.2926221753662883,-3.2926221753662883
M,B,-0.8580805452607921,-0.8286263793224123,MB,110,W,-1,-1,-3.8179718165704726,-8.434358933951478,-1.4471876276344673
M,B,0.21645380353870453,-0.3611653469546888,MB,111,W,-1,-1,-2.743437467770976,-7.966897901583754,-0.9797265952667438
M,W,0.645846464156009,0.4476182642041445,MW,112,W,-1,-1,-2.3140448071536714,-7.158114290424921,-0.17094298410791042
M,W,0.11586551135171565,0.1932428120489747,MW,113,W,-1,-1,-2.844025759957965,-7.412489742580091,-0.42531843626308025
M,B,0.3311559174007793,0.10685571443510522,MB,114,W,-1,-1,-2.628735353908901,-7.49887684019396,-0.5117055338769497
F,W,-3.198434905098657,-3.0487906964316385,FW,115,W,-1,-1,-3.198434905098657,-3.3088422950542062,-3.3088422950542062
M,W,-0.20805385030012302,-0.2434490661734873,MW,116,W,-1,-1,-3.1679451216098036,-7.849181620802552,-0.8620103144855422
F,B,-1.584246605364087,-2.2878476454322816,FB,117,W,-1,-1,-1.584246605364087,-2.5478992440548494,-2.5478992440548494
M,W,1.0673657977198756,0.7523917085140401,MW,118,B,-1,-1,-1.8925254735898047,-6.615416559079955,0.3717547472370542
F,W,-1.55521870064296,-1.494317006881008,FW,119,W,-1,-1,-1.55521870064296,-1.754368605503576,-1.754368605503576
M,B,-1.4339667461370136,-1.494903237755555,MB,120,B,-1,-1,-4.393858017446694,-8.862711505349552,-1.8755401990325409
M,W,-0.04019177075133818,-0.071094012353211,MW,121,B,-1,-1,-3.0000830420610187,-7.438902279947207,-0.45173097363019693
F,W,-3.380870107992056,-3.0223593301360965,FW,122,B,-1,-1,-3.380870107992056,-3.0223593301360965,-3.0223593301360965
M,W,-1.0830522125291933,-0.8202552957312015,MW,123,B,-1,-1,-4.042943483838874,-8.188063563325198,-1.2008922570081875
M,W,0.1578032949516384,0.3036671369920071,MW,124,B,-1,-1,-2.8020879763580417,-7.064141130601989,-0.07696982428497884
M,B,-0.31569603173569083,-0.585155088480596,MB,125,W,-1,-1,-3.2755873030453713,-8.190887643109662,-1.203716336792651
M,W,0.09298113327940573,0.2116561382582272,MW,126,W,-1,-1,-2.8669101380302746,-7.3940764163708375,-0.40690511005382773
F,W,-2.9947094916586403,-2.56832925839648,FW,127,W,-1,-1,-2.9947094916586403,-2.828380857019048,-2.828380857019048
M,W,1.5893090022345553,1.1245392124610587,MW,128,B,-1,-1,-1.370582269075125,-6.243269055132937,0.7439022511840727
F,B,-3.799841504899925,-3.5591087555768155,FB,129,W,-1,-1,-3.799841504899925,-3.8191603541993837,-3.8191603541993837
F,W,-3.758044662168381,-3.5519917397912044,FW,130,W,-1,-1,-3.758044662168381,-3.8120433384137726,-3.8120433384137726
M,W,0.6647062391653691,0.6049456929404627,MW,131,W,-1,-1,-2.2951850321443112,-7.000786861688602,-0.013615555371592203
M,W,0.07634539070523733,-0.08470890969071765,MW,132,W,-1,-1,-2.883545880604443,-7.6904414643197825,-0.7032701580027726
M,B,0.23269113416601064,-0.04667385701906981,MB,133,B,-1,-1,-2.7272001371436696,-7.414482124613066,-0.4273108182960557
M,W,0.060736262366028665,0.05375695901120315,MW,134,W,-1,-1,-2.8991550089436515,-7.551975595617861,-0.5648042893008518
F,B,-3.7616527394671113,-3.5127145267075823,FB,135,W,-1,-1,-3.7616527394671113,-3.7727661253301505,-3.7727661253301505
M,B,0.4159216191588953,0.20450845580256727,MB,136,B,-1,-1,-2.543969652150785,-7.163299811791429,-0.17612850547441866
M,B,-0.8609314877521294,-0.7748127478395,MB,137,W,-1,-1,-3.8208227590618096,-8.380545302468565,-1.393373996151555
M,W,-0.4826286511177908,-0.3750660269631293,MW,138,W,-1,-1,-3.442519922427471,-7.980798581592194,-0.9936272752751842
M,W,0.036541719548688206,-0.03904938600312659,MW,139,B,-1,-1,-2.923349551760992,-7.406857653597123,-0.4196863472801125
F,W,-3.8381812982541854,-3.584600162587312,FW,140,B,-1,-1,-3.8381812982541854,-3.584600162587312,-3.584600162587312
M,W,-0.2318105258804725,-0.19823012052553227,MW,141,B,-1,-1,-3.1917017971901527,-7.566038388119528,-0.5788670818025182
M,W,-0.6586663150696721,-0.7953725152282768,MW,142,B,-1,-1,-3.618557586379352,-8.163180782822273,-1.1760094765052627
F,W,-3.486308970299481,-3.3343472332662474,FW,143,B,-1,-1,-3.486308970299481,-3.3343472332662474,-3.3343472332662474
F,W,-1.7788942642879464,-1.7264472906588066,FW,144,W,-1,-1,-1.7788942642879464,-1.9864988892813746,-1.9864988892813746
M,B,-0.429722383977474,-0.8296108578753056,MB,145,B,-1,-1,-3.389613655287154,-8.197419125469303,-1.2102478191522916
M,W,-0.5171946007367455,-0.3780967184628477,MW,146,W,-1,-1,-3.477085872046426,-7.983829273091913,-0.9966579667749027
M,W,-0.2785912276041091,-0.19961546601091126,MW,147,B,-1,-1,-3.2384824989137893,-7.567423733604907,-0.5802524272878972
M,W,-0.6776776340393822,-0.5063504593032325,MW,148,B,-1,-1,-3.6375689053490623,-7.874158726897228,-0.8869874205802184
F,B,-2.661434533530869,-3.0108364288005207,FB,149,B,-1,-1,-2.661434533530869,-3.0108364288005207,-3.0108364288005207
M,W,-0.3533293772550857,-0.3017732475037136,MW,150,B,-1,-1,-3.313220648564766,-7.669581515097709,-0.6824102087806996
M,W,0.015199407508717159,-0.021853918820238502,MW,151,W,-1,-1,-2.9446918638009634,-7.627586473449304,-0.6404151671322934
M,W,1.0500751089309794,0.8017290226799013,MW,152,B,-1,-1,-1.9098161623787009,-6.566079244914095,0.4210920614029154
F,B,-4.264520231505587,-4.131693688034287,FB,153,B,-1,-1,-4.264520231505587,-4.131693688034287,-4.131693688034287
F,W,-2.1341751321252693,-1.989327852453039,FW,154,B,-1,-1,-2.1341751321252693,-1.989327852453039,-1.989327852453039
M,W,0.2095754186280788,0.1908296506528307,MW,155,B,-1,-1,-2.7503158526816014,-7.176978616941165,-0.18980731062415523
M,W,-0.07765814613685112,-0.07867176087667549,MW,156,W,-1,-1,-3.0375494174465314,-7.68440431550574,-0.6972330091887304
M,B,1.4397588895039943,0.8917280899236326,MB,157,B,-1,-1,-1.520132381805686,-6.476080177670363,0.5110911286466466
M,B,-0.04274133012911985,-0.1310737228897464,MB,158,W,-1,-1,-3.0026326014388003,-7.736806277518811,-0.7496349712018013
F,B,-3.9233653680143186,-3.7101439698761016,FB,159,W,-1,-1,-3.9233653680143186,-3.97019556849867,-3.97019556849867
M,W,-0.7020299068549062,-0.6101751007314069,MW,160,W,-1,-1,-3.6619211781645866,-8.215907655360471,-1.2287363490434617
M,W,0.7334738274675136,0.676352253595662,MW,161,W,-1,-1,-2.2264174438421667,-6.929380301033403,0.05779100528360703
F,W,-2.467181228003814,-2.3722333680526475,FW,162,B,-1,-1,-2.467181228003814,-2.3722333680526475,-2.3722333680526475
M,W,-1.8501369786201145,-1.5075485433116125,MW,163,B,-1,-1,-4.810028249929795,-8.875356810905608,-1.8881855045885985
F,W,-2.387855309153325,-2.1233788887040204,FW,164,B,-1,-1,-2.387855309153325,-2.1233788887040204,-2.1233788887040204
M,W,0.08877382185216902,0.12205574705159035,MW,165,W,-1,-1,-2.871117449457511,-7.483676807577474,-0.4965055012604646
F,W,-2.9146631623636017,-2.703131983314814,FW,166,W,-1,-1,-2.9146631623636017,-2.9631835819373817,-2.9631835819373817
F,W,-2.5699561170399288,-2.427850253749805,FW,167,B,-1,-1,-2.5699561170399288,-2.427850253749805,-2.427850253749805
M,B,0.9356982643571348,0.3700681002582739,MB,168,B,-1,-1,-2.0241930069525456,-6.9977401673357225,-0.010568861018712017
M,W,-0.23821852548014025,-0.1729809733782843,MW,169,W,-1,-1,-3.1981097967898204,-7.77871352800735,-0.7915422216903393
M,B,0.4695171903933565,0.1898667525867781,MB,170,B,-1,-1,-2.490374080916324,-7.177941515007218,-0.19077020869020783
M,W,-0.7507928528570561,-0.5298363472598255,MW,171,B,-1,-1,-3.7106841241667365,-7.897644614853822,-0.9104733085368115
M,W,0.10630164650756613,0.16660678203842275,MW,172,B,-1,-1,-2.8535896248021144,-7.201201485555573,-0.21403017923856318
M,W,0.2715040091681448,0.2471059626175081,MW,173,W,-1,-1,-2.6883872621415357,-7.358626592011557,-0.37145528569454683
M,W,0.426651883691921,0.4284442814029734,MW,174,W,-1,-1,-2.5332393876177592,-7.177288273226091,-0.19011696690908153
F,W,-3.693256083723597,-3.1931222254534317,FW,175,W,-1,-1,-3.693256083723597,-3.453173824076,-3.453173824076
F,B,-2.852735056692872,-2.6956788738738977,FB,176,B,-1,-1,-2.852735056692872,-2.6956788738738977,-2.6956788738738977
M,B,-0.5184623519906698,-0.6998674775104543,MB,177,W,-1,-1,-3.4783536233003503,-8.30560003213952,-1.3184287258225091
M,W,0.007557514331337107,0.060028107700675425,MW,178,B,-1,-1,-2.9523337569783434,-7.307780159893321,-0.3206088535763105
M,W,0.22780190787153906,0.01223847134426126,MW,179,W,-1,-1,-2.732089363438141,-7.593494083284804,-0.6063227769677937
M,W,-0.7297037126103249,-0.6908703567612441,MW,180,W,-1,-1,-3.689594983920005,-8.296602911390309,-1.309431605073299
M,W,0.06396988514661474,0.06582734859988099,MW,181,B,-1,-1,-2.8959213861630655,-7.301980918994115,-0.31480961267710494
M,W,0.4680361442915874,0.4532007413730205,MW,182,W,-1,-1,-2.491855127018093,-7.1525318132560445,-0.16536050693903442
F,B,-4.092374064458752,-3.7496327712585265,FB,183,W,-1,-1,-4.092374064458752,-4.009684369881095,-4.009684369881095
M,W,-0.5500080118991306,-0.4231012826399305,MW,184,W,-1,-1,-3.509899283208811,-8.028833837268996,-1.0416625309519856
F,B,-3.07408895429973,-3.1138117655521502,FB,185,B,-1,-1,-3.07408895429973,-3.1138117655521502,-3.1138117655521502
F,W,-2.3993766708389117,-2.2632212733300725,FW,186,B,-1,-1,-2.3993766708389117,-2.2632212733300725,-2.2632212733300725
F,W,-2.393438099912341,-2.215666508381154,FW,187,W,-1,-1,-2.393438099912341,-2.475718107003722,-2.475718107003722
F,W,-2.1215653248104163,-1.9773781358152172,FW,188,B,-1,-1,-2.1215653248104163,-1.9773781358152172,-1.9773781358152172
M,W,0.7215920355977109,0.8452592749474923,MW,189,B,-1,-1,-2.2382992357119695,-6.522548992646503,0.4646223136705064
F,W,-1.6398998932760307,-1.6738867625614846,FW,190,W,-1,-1,-1.6398998932760307,-1.9339383611840526,-1.9339383611840526
F,W,-3.4197373679602503,-3.035204277447267,FW,191,W,-1,-1,-3.4197373679602503,-3.2952558760698354,-3.2952558760698354
F,B,-2.01143075716116,-2.222278799564034,FB,192,B,-1,-1,-2.01143075716116,-2.222278799564034,-2.222278799564034
M,B,0.14490224346488478,-0.21175729030211385,MB,193,B,-1,-1,-2.8149890278447955,-7.579565557896109,-0.5923942515790998
F,B,-1.4330224463231156,-1.739586008941854,FB,194,B,-1,-1,-1.4330224463231156,-1.739586008941854,-1.739586008941854
F,W,-1.8701866020501867,-1.836397897829644,FW,195,W,-1,-1,-1.8701866020501867,-2.096449496452212,-2.096449496452212
F,W,-4.5013204585033515,-3.911496835536156,FW,196,W,-1,-1,-4.5013204585033515,-4.171548434158724,-4.171548434158724
F,W,-2.8500764808951415,-2.6221097993401794,FW,197,W,-1,-1,-2.8500764808951415,-2.882161397962747,-2.882161397962747
M,B,-0.6778655390441573,-0.7259781717627793,MB,198,B,-1,-1,-3.637756810353838,-8.093786439356775,-1.1066151330397653
M,B,0.7173024289215705,0.3766532585630416,MB,199,B,-1,-1,-2.24258884238811,-6.991155009030955,-0.003983702713944326
F,W,-2.8586872380770174,-2.7531979637318624,FW,200,W,-1,-1,-2.8586872380770174,-3.0132495623544306,-3.0132495623544306
F,B,-3.076041136575701,-3.0867152375710134,FB,201,B,-1,-1,-3.076041136575701,-3.0867152375710134,-3.0867152375710134
F,W,-1.3966235046646729,-1.3831924397650033,FW,202,W,-1,-1,-1.3966235046646729,-1.6432440383875713,-1.6432440383875713
F,B,-3.6981439898870008,-3.592331916903578,FB,203,W,-1,-1,-3.6981439898870008,-3.852383515526146,-3.852383515526146
F,W,-2.638972488212319,-2.497149853358257,FW,204,B,-1,-1,-2.638972488212319,-2.497149853358257,-2.497149853358257
M,B,-0.3847984713259445,-0.6214801900146165,MB,205,W,-1,-1,-3.344689742635625,-8.227212744643682,-1.2400414383266716
F,B,-1.316263630010304,-1.8292532004884456,FB,206,B,-1,-1,-1.316263630010304,-1.8292532004884456,-1.8292532004884456
F,B,-2.8066241921449517,-3.045894283964471,FB,207,B,-1,-1,-2.8066241921449517,-3.045894283964471,-3.045894283964471
M,W,-0.014909760898974531,-0.17792970163699645,MW,208,W,-1,-1,-2.9748010322086547,-7.783662256266061,-0.7964909499490513
M,B,0.3404454188773068,0.07279996818161794,MB,209,B,-1,-1,-2.6194458524323734,-7.295008299412378,-0.307836993095368
M,B,0.28950866706369616,0.15176600091767933,MB,210,B,-1,-1,-2.670382604245984,-7.216042266676316,-0.2288709603593066
M,B,0.005769796593992603,-0.031543891354382195,MB,211,B,-1,-1,-2.954121474715688,-7.399352158948378,-0.4121808526313681
M,B,-2.012530115847915,-1.721415041408186,MB,212,B,-1,-1,-4.9724213871575955,-9.089223309002183,-2.1020520026851717
F,W,-3.5009438160817616,-3.166707040814096,FW,213,B,-1,-1,-3.5009438160817616,-3.166707040814096,-3.166707040814096
M,W,0.5247779298372858,0.34096506060009674,MW,214,W,-1,-1,-2.4351133414723947,-7.264767494028968,-0.2775961877119582
M,W,0.3570520078296256,0.34719900120548586,MW,215,B,-1,-1,-2.6028392634800546,-7.02060926638851,-0.03343796007150007
