G,R,X,Y,GR,UID,WrongR,qw,qb,X_count,Y_count,Y_count_resolve
M,B,0.614852643916518,0.1322901260750779,MB,16,W,-1,-1,-2.4467577304180352,-7.9700383201348695,-0.46945537211565996
M,W,0.5573272188317747,0.31646008696839656,MW,17,W,-1,-1,-2.5042831555027782,-7.785868359241551,-0.2852854112223413
M,W,1.011076298780411,0.7192930134618103,MW,18,B,-1,-1,-2.0505340755541424,-7.143038633706342,0.35754431431286715
M,W,0.4773680260107661,0.3665650694908684,MW,19,W,-1,-1,-2.584242348323787,-7.7357633767190785,-0.23518042869986944
F,W,-2.445074986286709,-2.3695382540411645,FW,20,B,-1,-1,-2.445074986286709,-2.3695382540411645,-2.3695382540411645
M,W,0.7344575460483027,0.46775768021151404,MW,21,W,-1,-1,-2.32715282828625,-7.634570765998434,-0.13398781797922382
M,B,-0.2258943687013307,-0.2263476030865948,MB,22,W,-1,-1,-3.2875047430358837,-8.328676049296542,-0.8280931012773327
M,B,0.25239376908251704,0.13985988148957226,MB,23,W,-1,-1,-2.809216605252036,-7.962468564720375,-0.46188561670116557
F,W,-2.0269150273187067,-1.7028746949190274,FW,24,B,-1,-1,-2.0269150273187067,-1.7028746949190274,-1.7028746949190274
M,B,-0.8431649051204976,-0.9178257614652496,MB,25,W,-1,-1,-3.9047752794550505,-9.020154207675198,-1.5195712596559874
M,W,0.5457409101457075,0.4306910556862838,MW,26,B,-1,-1,-2.5158694641888455,-7.431640591481869,0.06894235653734065
M,W,-0.6473442269149288,-0.5210039894304561,MW,27,B,-1,-1,-3.7089546012494816,-8.38333563659861,-0.8827526885793993
M,W,0.7424075618635582,0.4304130958378878,MW,28,B,-1,-1,-2.319202812470995,-7.431918551330265,0.06866439668894464
M,W,0.35088577622649364,0.3943437696882317,MW,29,B,-1,-1,-2.7107245981080594,-7.467987877479921,0.03259507053928856
F,B,-3.6192352942979067,-3.619878856335178,FB,30,W,-1,-1,-3.6192352942979067,-3.866462586448524,-3.866462586448524
M,W,-0.2571847239711643,-0.16538024821298905,MW,31,B,-1,-1,-3.3187950983057175,-8.027711895381142,-0.5271289473619322
M,W,1.4245846261611927,1.2149569433014658,MW,32,W,-1,-1,-1.6370257481733603,-6.887371502908482,0.6132114451107279
M,B,0.20904111317927493,-0.31999577605546997,MB,33,W,-1,-1,-2.852569261155278,-8.422324222265416,-0.9217412742462079
M,W,0.7595456186581011,0.7150321132685461,MW,34,W,-1,-1,-2.3020647556764517,-7.387296332941402,0.11328661507780824
F,W,-3.5088740245767225,-3.3356279294501205,FW,35,W,-1,-1,-3.5088740245767225,-3.5822116595634665,-3.5822116595634665
M,W,0.701977760420306,0.5424612680331001,MW,36,W,-1,-1,-2.359632613914247,-7.559867178176847,-0.05928423015763773
F,B,-4.402081496561485,-3.86633690463518,FB,37,W,-1,-1,-4.402081496561485,-4.1129206347485265,-4.1129206347485265
M,W,0.4081186495517671,0.4112202997551361,MW,38,W,-1,-1,-2.653491724782786,-7.691108146454811,-0.19052519843560178
F,W,-2.487707302916509,-2.4051510938724765,FW,39,W,-1,-1,-2.487707302916509,-2.6517348239858225,-2.6517348239858225
M,W,0.5198100068943938,0.4085689163280064,MW,40,W,-1,-1,-2.5418003674401595,-7.693759529881941,-0.19317658186273146
F,B,-2.3816675442041424,-2.4796839361027203,FB,41,B,-1,-1,-2.3816675442041424,-2.4796839361027203,-2.4796839361027203
M,W,-0.7953868269185114,-0.6244861062149027,MW,42,B,-1,-1,-3.8569972012530647,-8.486817753383056,-0.9862348053638459
F,W,-2.8944974160492514,-2.6063419759172337,FW,43,B,-1,-1,-2.8944974160492514,-2.6063419759172337,-2.6063419759172337
F,B,-1.9832365132701812,-2.003971395829581,FB,44,B,-1,-1,-1.9832365132701812,-2.003971395829581,-2.003971395829581
M,W,0.1311838766878395,0.14868686896565386,MW,45,W,-1,-1,-2.9304264976467134,-7.953641577244293,-0.453058629225084
M,B,-1.5121764347814093,-1.6008682177435234,MB,46,W,-1,-1,-4.573786809115962,-9.70319666395347,-2.202613715934261
M,W,0.05391426527172135,0.07785827568636777,MW,47,W,-1,-1,-3.007696109062832,-8.02447017052358,-0.52388722250437
M,W,-0.031822473914115586,-0.08325822307932303,MW,48,B,-1,-1,-3.0934328482486686,-7.945589870247476,-0.44500692222826616
F,W,-4.5180365767822925,-4.005593385139904,FW,49,B,-1,-1,-4.5180365767822925,-4.005593385139904,-4.005593385139904
M,B,0.7396692490039246,0.3653962004958667,MB,50,W,-1,-1,-2.3219411253306284,-7.736932245714081,-0.23634929769487117
M,B,0.5015192423862034,0.25621683265267303,MB,51,W,-1,-1,-2.56009113194835,-7.846111613557274,-0.3455286655380648
M,W,0.03382421350431645,-0.03483587952577908,MW,52,B,-1,-1,-3.0277861608302366,-7.897167526693932,-0.39658457867472224
F,B,-2.868292894165094,-3.2277163841064054,FB,53,B,-1,-1,-2.868292894165094,-3.2277163841064054,-3.2277163841064054
M,W,-0.562791024108719,-0.4537425144629132,MW,54,W,-1,-1,-3.624401398443272,-8.55607096067286,-1.055488012653651
M,B,1.671139528688713,0.9307422893780668,MB,55,W,-1,-1,-1.3904708456458401,-7.17158615683188,0.32899679118732894
M,B,-0.9718093308650251,-1.2432052632723454,MB,56,W,-1,-1,-4.033419705199578,-9.345533709482293,-1.8449507614630831
M,W,-0.5700191609568317,-0.3215039617605012,MW,57,B,-1,-1,-3.6316295352913848,-8.183835608928653,-0.6832526609094444
F,W,-3.61840003304541,-3.207568280297515,FW,58,W,-1,-1,-3.61840003304541,-3.454152010410861,-3.454152010410861
F,W,-3.3448623051223283,-2.9067964250512244,FW,59,W,-1,-1,-3.3448623051223283,-3.1533801551645704,-3.1533801551645704
F,B,-1.8483370920622009,-2.0728612255793215,FB,60,W,-1,-1,-1.8483370920622009,-2.3194449556926675,-2.3194449556926675
M,W,-0.6140872890943676,-0.6119905654729062,MW,61,W,-1,-1,-3.6756976634289207,-8.714319011682853,-1.213736063663644
F,W,-3.254396643858997,-3.143213906306185,FW,62,W,-1,-1,-3.254396643858997,-3.389797636419531,-3.389797636419531
F,B,-2.7790637010639734,-2.8902897798763165,FB,63,B,-1,-1,-2.7790637010639734,-2.8902897798763165,-2.8902897798763165
F,B,-3.1800632408634626,-3.006933191167272,FB,64,B,-1,-1,-3.1800632408634626,-3.006933191167272,-3.006933191167272
M,W,0.5212714299900627,0.486757886245949,MW,65,W,-1,-1,-2.5403389443444904,-7.615570559963999,-0.11498761194478885
F,B,-2.185693211444538,-2.4906697478360726,FB,66,B,-1,-1,-2.185693211444538,-2.4906697478360726,-2.4906697478360726
M,B,1.8934956169378507,1.3596571039085559,MB,67,B,-1,-1,-1.1681147573967023,-6.502674543259596,0.9979084047596127
F,W,-2.439970359182876,-2.42123883289702,FW,68,W,-1,-1,-2.439970359182876,-2.667822563010366,-2.667822563010366
F,W,-3.617417669374613,-3.0880057283208413,FW,69,B,-1,-1,-3.617417669374613,-3.0880057283208413,-3.0880057283208413
M,B,0.6330414559107816,0.3885258483377034,MB,70,B,-1,-1,-2.4285689184237715,-7.473805798830449,0.02677714918876023
F,W,-2.5627750012040766,-2.4953260840309746,FW,71,B,-1,-1,-2.5627750012040766,-2.4953260840309746,-2.4953260840309746
F,W,-2.1962378393588247,-2.1885822502829377,FW,72,W,-1,-1,-2.1962378393588247,-2.4351659803962837,-2.4351659803962837
F,W,-2.9942308454683846,-2.7261529878883284,FW,73,B,-1,-1,-2.9942308454683846,-2.7261529878883284,-2.7261529878883284
M,W,0.6920395683869268,0.6084561747281529,MW,74,W,-1,-1,-2.3695708059476264,-7.493872271481794,0.006710676537415083
M,B,0.3288524890889695,-0.0864683027127176,MB,75,W,-1,-1,-2.7327578852455834,-8.188796748922664,-0.6882138009034555
M,W,-0.2803631702472407,-0.2799362919881474,MW,76,B,-1,-1,-3.3419735445817937,-8.1422679391563,-0.6416849911370905
M,W,1.0720747222499614,0.889645998032635,MW,77,B,-1,-1,-1.9895356520845917,-6.972685649135517,0.5278972988836919
M,W,0.4273304927320154,0.27895015891734953,MW,78,B,-1,-1,-2.634279881602538,-7.583381488250803,-0.08279854023159361
M,W,-0.2698112323597153,-0.27457728411869875,MW,79,B,-1,-1,-3.3314216066942683,-8.136908931286852,-0.6363259832676419
M,B,-0.09312189990377163,-0.2949994131359338,MB,80,B,-1,-1,-3.1547322742383246,-8.157331060304086,-0.656748112284877
M,B,0.011551585748188294,-0.07355970087919518,MB,81,W,-1,-1,-3.0500587885863646,-8.175888147089143,-0.675305199069933
M,B,0.24110914057351399,0.09392183283341243,MB,82,W,-1,-1,-2.820501233761039,-8.008406613376534,-0.5078236653573254
M,W,0.8239182870973009,0.8733548183906279,MW,83,B,-1,-1,-2.237692087237252,-6.988976828777525,0.5116061192416848
M,B,-1.1295950508348562,-1.130220521112154,MB,84,W,-1,-1,-4.191205425169409,-9.232548967322101,-1.731966019302892
F,B,-4.4610567951023405,-4.226358850398132,FB,85,B,-1,-1,-4.4610567951023405,-4.226358850398132,-4.226358850398132
M,W,0.9507245435896904,0.8207067500956685,MW,86,W,-1,-1,-2.110885830744863,-7.281621696114279,0.21896125190493065
F,B,-1.8178224027473209,-2.2188185799466216,FB,87,B,-1,-1,-1.8178224027473209,-2.2188185799466216,-2.2188185799466216
M,W,-0.1397762729240552,-0.13590878888932412,MW,88,B,-1,-1,-3.2013866472586083,-7.998240436057476,-0.49765748803826726
M,B,-0.4142541991349093,-0.5943781069896665,MB,89,W,-1,-1,-3.475864573469462,-8.696706553199615,-1.1961236051804045
F,W,-2.061752904350139,-2.0976390198364334,FW,90,W,-1,-1,-2.061752904350139,-2.3442227499497794,-2.3442227499497794
M,W,0.001331978164129772,-0.09508969845689856,MW,91,B,-1,-1,-3.0602783961704234,-7.957421345625051,-0.4568383976058417
M,B,-0.6057950146916284,-0.7856271206559535,MB,92,W,-1,-1,-3.6674053890261815,-8.887955566865902,-1.3873726188466913
F,B,-2.3949995307363823,-2.6427653346604045,FB,93,B,-1,-1,-2.3949995307363823,-2.6427653346604045,-2.6427653346604045
M,B,0.21416342271028732,-0.038958782407629566,MB,94,W,-1,-1,-2.8474469516242658,-8.141287228617577,-0.6407042805983674
F,W,-2.8392591345660003,-2.5122137878918345,FW,95,B,-1,-1,-2.8392591345660003,-2.5122137878918345,-2.5122137878918345
M,W,-0.6475240692758694,-0.5212475070888953,MW,96,B,-1,-1,-3.7091344436104223,-8.383579154257047,-0.8829962062378385
F,B,-2.934678327707433,-2.829592963029996,FB,97,B,-1,-1,-2.934678327707433,-2.829592963029996,-2.829592963029996
M,B,0.4824579273678396,0.09545108211818526,MB,98,W,-1,-1,-2.5791524469667135,-8.006877364091762,-0.5062944160725527
M,W,-0.1594670551591819,-0.08683816378432019,MW,99,B,-1,-1,-3.221077429493735,-7.949169810952473,-0.44858686293326333
M,B,-0.14363988393839122,-0.2944416424177683,MB,100,W,-1,-1,-3.2052502582729443,-8.396770088627715,-0.8961871406085062
F,W,-3.3143973258378896,-3.0221462244894393,FW,101,B,-1,-1,-3.3143973258378896,-3.0221462244894393,-3.0221462244894393
F,B,-2.6236931466015028,-2.7455329638554877,FB,102,B,-1,-1,-2.6236931466015028,-2.7455329638554877,-2.7455329638554877
F,W,-3.404219082562609,-2.817049728312617,FW,103,B,-1,-1,-3.404219082562609,-2.817049728312617,-2.817049728312617
M,W,-1.6499565866203811,-1.253232976903402,MW,104,W,-1,-1,-4.711566960954935,-9.35556142311335,-1.85497847509414
M,W,-1.2053104424102292,-1.0544105715690792,MW,105,B,-1,-1,-4.266920816744783,-8.916742218737232,-1.4161592707180224
M,W,-0.6181448571604127,-0.5920776524620533,MW,106,W,-1,-1,-3.6797552314949655,-8.694406098672001,-1.1938231506527912
M,B,0.3863911140206353,0.0935019598606328,MB,107,W,-1,-1,-2.6752192603139178,-8.008826486349314,-0.508243538330105
M,B,-1.3542128499325117,-1.4204311384264932,MB,108,W,-1,-1,-4.415823224267065,-9.52275958463644,-2.022176636617231
M,B,-0.6232888978280966,-0.6630580069740121,MB,109,B,-1,-1,-3.6848992721626495,-8.525389654142165,-1.024806706122955
F,B,-1.9936867338017232,-2.3124127031290533,FB,110,B,-1,-1,-1.9936867338017232,-2.3124127031290533,-2.3124127031290533
M,W,-1.6389187407063226,-1.1477518575421093,MW,111,B,-1,-1,-4.700529115040876,-9.010083504710263,-1.5095005566910524
F,B,-2.5532749010265023,-2.8004260277509823,FB,112,W,-1,-1,-2.5532749010265023,-3.0470097578643283,-3.0470097578643283
M,W,0.10942498551809793,0.00896030971279213,MW,113,W,-1,-1,-2.952185388816455,-8.093368136497155,-0.5927851884779457
M,W,-0.4887494938152115,-0.2690410171790292,MW,114,W,-1,-1,-3.550359868149765,-8.371369463388977,-0.870786515369767
M,B,-1.097956501571859,-1.2012001847045557,MB,115,B,-1,-1,-4.159566875906412,-9.063531831872709,-1.5629488838534988
F,B,-2.742840000207526,-2.7411836301448513,FB,116,B,-1,-1,-2.742840000207526,-2.7411836301448513,-2.7411836301448513
M,W,0.6716321860130096,0.43891394756808977,MW,117,B,-1,-1,-2.3899781883215434,-7.423417699600063,0.07716524841914663
M,B,-0.5601824897208957,-0.7433913291639654,MB,118,B,-1,-1,-3.6217928640554486,-8.605722976332117,-1.1051400283129085
M,W,-0.3830978386312216,-0.3345287927832906,MW,119,B,-1,-1,-3.4447082129657747,-8.196860439951443,-0.6962774919322338
F,W,-4.095289312172094,-3.666540567558437,FW,120,W,-1,-1,-4.095289312172094,-3.913124297671783,-3.913124297671783
M,B,-0.18276385192323305,-0.4529003892483703,MB,121,B,-1,-1,-3.244374226257786,-8.315232036416523,-0.8146490883973134
M,W,1.5136838980949658,1.1505435897941354,MW,122,B,-1,-1,-1.5479264762395872,-6.711788057374017,0.7887948906451923
F,W,-3.252902132896207,-3.213287596469077,FW,123,W,-1,-1,-3.252902132896207,-3.459871326582423,-3.459871326582423
F,W,-4.541742748910165,-4.009839238090754,FW,124,W,-1,-1,-4.541742748910165,-4.2564229682041,-4.2564229682041
M,W,-0.04157352891318352,-0.051850550141181236,MW,125,B,-1,-1,-3.1031839032477366,-7.914182197309334,-0.41359924929012437
F,B,-2.1232143655957434,-2.307717597465496,FB,126,B,-1,-1,-2.1232143655957434,-2.307717597465496,-2.307717597465496
F,W,-3.200840927425244,-2.9126746423886387,FW,127,W,-1,-1,-3.200840927425244,-3.1592583725019847,-3.1592583725019847
M,W,-0.03436555394693998,-0.08090549629669587,MW,128,B,-1,-1,-3.095975928281493,-7.943237143464849,-0.442654195445639
M,B,0.07056136272760986,0.00521426206250889,MB,129,W,-1,-1,-2.9910490116069433,-8.097114184147438,-0.596531236128229
M,W,-0.2705894529990322,-0.3000869858816574,MW,130,B,-1,-1,-3.3321998273335853,-8.16241863304981,-0.6618356850306005
F,W,-2.8078611952785533,-2.2242387954025906,FW,131,W,-1,-1,-2.8078611952785533,-2.4708225255159366,-2.4708225255159366
M,W,-0.1443027617187971,-0.3845970944909397,MW,132,B,-1,-1,-3.20591313605335,-8.246928741659092,-0.7463457936398828
M,W,0.5259544818293569,0.4496503691912984,MW,133,W,-1,-1,-2.535655892505196,-7.652678077018649,-0.15209512899943944
M,B,0.15371396816514266,-0.2212696816434057,MB,134,B,-1,-1,-2.9078964061694106,-8.083601328811557,-0.5830183807923488
F,B,-3.3902332565111686,-3.1754145223709256,FB,135,B,-1,-1,-3.3902332565111686,-3.1754145223709256,-3.1754145223709256
M,W,1.03127875640207,0.7955817827306122,MW,136,W,-1,-1,-2.0303316179324833,-7.306746663479335,0.19383628453987434
M,W,0.1310702985716868,0.09345399347830538,MW,137,B,-1,-1,-2.9305400757628663,-7.768877653689847,-0.26829470567063773
F,W,-4.074554429096402,-3.608631837421707,FW,138,B,-1,-1,-4.074554429096402,-3.608631837421707,-3.608631837421707
F,W,-4.10497866832919,-3.5699819410185483,FW,139,W,-1,-1,-4.10497866832919,-3.8165656711318943,-3.8165656711318943
M,B,1.4641409966006973,1.0269400968430693,MB,140,W,-1,-1,-1.5974693777338558,-7.075388349366878,0.42519459865233145
F,W,-1.546251932929959,-1.634227388738439,FW,141,W,-1,-1,-1.546251932929959,-1.880811118851785,-1.880811118851785
M,W,0.2823289361738193,0.20957185143882093,MW,142,B,-1,-1,-2.7792814381607336,-7.652759795729332,-0.15217684771012222
M,B,-0.4556714680169705,-0.6429665418845762,MB,143,W,-1,-1,-3.5172818423515237,-8.745294988094523,-1.244712040075314
M,W,-0.4707440849735562,-0.4119723836401633,MW,144,W,-1,-1,-3.532354459308109,-8.51430082985011,-1.0137178818309012
F,W,-3.5838520313308533,-3.321538770040368,FW,145,W,-1,-1,-3.5838520313308533,-3.568122500153714,-3.568122500153714
M,B,-1.2031237879612149,-1.1015075165110624,MB,146,B,-1,-1,-4.264734162295768,-8.963839163679214,-1.4632562156600055
F,W,-2.4012383718310915,-2.522919512418889,FW,147,W,-1,-1,-2.4012383718310915,-2.769503242532235,-2.769503242532235
M,B,1.2274171768186208,0.7223351269364291,MB,148,W,-1,-1,-1.8341931975159322,-7.3799933192735185,0.12058962874569124
F,W,-3.0164768307876115,-2.674335903324278,FW,149,W,-1,-1,-3.0164768307876115,-2.920919633437624,-2.920919633437624
M,W,-0.2818018601347893,-0.2142262555803815,MW,150,W,-1,-1,-3.3434122344693424,-8.316554701790329,-0.8159717537711193
M,W,0.253235135643221,0.2069737444410388,MW,151,B,-1,-1,-2.8083752386913323,-7.655357902727114,-0.15477495470790434
M,W,0.09816059091932453,0.0419111962463899,MW,152,B,-1,-1,-2.9634497834152285,-7.8204204509217625,-0.31983750290255325
M,B,0.2864862451218761,-0.11133617777771887,MB,153,B,-1,-1,-2.775124129212677,-7.9736678249458715,-0.473084876926662
F,B,-3.342583247080276,-3.2392887988209296,FB,154,W,-1,-1,-3.342583247080276,-3.4858725289342756,-3.4858725289342756
M,W,0.6386458762337125,0.5914260176759466,MW,155,W,-1,-1,-2.4229644981008405,-7.510902428534001,-0.010319480514791257
M,B,-0.1629784290694921,-0.20585419706462413,MB,156,B,-1,-1,-3.2245888034040453,-8.068185844232776,-0.5676028962135673
M,B,0.5442855147249178,0.35519249959803306,MB,157,B,-1,-1,-2.5173248596096354,-7.507139147570119,-0.00655619955091008
M,B,0.052660438469938856,-0.2841227373018215,MB,158,W,-1,-1,-3.008949935864614,-8.386451183511769,-0.8858682354925593
M,W,-0.5319955209091596,-0.5002004788324173,MW,159,W,-1,-1,-3.5936058952437127,-8.602528925042364,-1.101945977023155
M,B,-0.31566156942536283,-0.4599321881150489,MB,160,B,-1,-1,-3.377271943759916,-8.322263835283202,-0.821680887263992
M,W,0.4369476922402515,0.4046803009797777,MW,161,B,-1,-1,-2.6246626820943018,-7.457651346188375,0.042931601830834554
M,W,0.4714704410824677,0.4085633922335944,MW,162,B,-1,-1,-2.590139933252085,-7.453768254934558,0.04681469308465125
F,W,-1.7811816504543831,-1.7618849403165082,FW,163,B,-1,-1,-1.7811816504543831,-1.7618849403165082,-1.7618849403165082
M,W,-1.1741194363025222,-0.952599145663404,MW,164,W,-1,-1,-4.235729810637075,-9.054927591873351,-1.554344643854142
F,W,-2.56461693832319,-2.513120117685576,FW,165,W,-1,-1,-2.56461693832319,-2.759703847798922,-2.759703847798922
F,W,-3.036114638444446,-2.59531482920171,FW,166,B,-1,-1,-3.036114638444446,-2.59531482920171,-2.59531482920171
M,W,-0.4560064297749236,-0.2701249533205738,MW,167,B,-1,-1,-3.5176168041094766,-8.132456600488727,-0.631873652469517
M,B,1.4474608888348337,0.9751569741697236,MB,168,B,-1,-1,-1.6141494854997194,-6.887174672998429,0.6134082750207804
M,W,-0.16767953135499625,-0.1343422158265505,MW,169,B,-1,-1,-3.229289905689549,-7.996673862994703,-0.4960909149754936
M,W,-0.4561246733271416,-0.32867783330939715,MW,170,W,-1,-1,-3.5177350476616946,-8.431006279519345,-0.930423331500135
M,W,0.012006025060268034,-0.007567850317816567,MW,171,B,-1,-1,-3.049604349274285,-7.869899497485969,-0.36931654946675974
M,W,-0.8273835225966398,-0.7287534881100189,MW,172,W,-1,-1,-3.888993896931193,-8.831081934319966,-1.3304989863007568
F,B,-2.631561820938328,-2.621886623026436,FB,173,W,-1,-1,-2.631561820938328,-2.868470353139782,-2.868470353139782
F,W,-2.1750705557087526,-2.2421597974542533,FW,174,W,-1,-1,-2.1750705557087526,-2.4887435275675993,-2.4887435275675993
M,B,1.8564629018663497,1.2892736916385408,MB,175,W,-1,-1,-1.2051474724682034,-6.813054754571406,0.6875281934478029
M,B,-0.2302921486693567,-0.4391340778458271,MB,176,W,-1,-1,-3.29190252300391,-8.541462524055774,-1.040879576036565
F,W,-4.1882463214251695,-3.7131803268672026,FW,177,B,-1,-1,-4.1882463214251695,-3.7131803268672026,-3.7131803268672026
M,W,0.8137173250683042,0.6869599095375767,MW,178,B,-1,-1,-2.2478930492662488,-7.1753717376305755,0.32521121038863354
M,B,-1.0835320719949066,-1.2605385579495842,MB,179,W,-1,-1,-4.1451424463294595,-9.362867004159531,-1.862284056140322
M,W,-0.3084629039354764,-0.29082096915050826,MW,180,W,-1,-1,-3.3700732782700293,-8.393149415360455,-0.8925664673412461
M,W,0.15022768643982076,0.08090646186087205,MW,181,W,-1,-1,-2.9113826878947324,-8.021421984349075,-0.5208390363298658
M,B,-0.351469771233794,-0.5513826796343946,MB,182,B,-1,-1,-3.413080145568347,-8.413714326802546,-0.9131313787833377
F,B,-3.8320530672394986,-3.7005764258339786,FB,183,B,-1,-1,-3.8320530672394986,-3.7005764258339786,-3.7005764258339786
M,B,-0.23141473436478804,-0.5137178140710928,MB,184,W,-1,-1,-3.293025108699341,-8.61604626028104,-1.1154633122618307
M,W,0.8299978064078529,0.8882855321140509,MW,185,B,-1,-1,-2.2316125679267,-6.974046115054102,0.5265368329651078
M,W,0.616384206874787,0.33784632087514466,MW,186,B,-1,-1,-2.445226167459766,-7.524485326293008,-0.023902378273798486
F,B,-3.494951381595643,-3.5635602456126363,FB,187,B,-1,-1,-3.494951381595643,-3.5635602456126363,-3.5635602456126363
F,B,-4.343596840767851,-4.063507760690465,FB,188,W,-1,-1,-4.343596840767851,-4.310091490803811,-4.310091490803811
M,B,0.2856938378987979,-0.0005154445045713606,MB,189,B,-1,-1,-2.775916536435755,-7.862847091672724,-0.3622641436535145
M,B,-0.4220998759808996,-0.5600469742188819,MB,190,W,-1,-1,-3.4837102503154527,-8.662375420428829,-1.1617924724096198
M,W,-0.4998429778004922,-0.32016157418968216,MW,191,B,-1,-1,-3.5614533521350453,-8.182493221357834,-0.6819102733386253
F,B,-4.331295605789828,-3.9580078504597127,FB,192,W,-1,-1,-4.331295605789828,-4.204591580573059,-4.204591580573059
F,B,-3.279899094765085,-3.1978985195943874,FB,193,B,-1,-1,-3.279899094765085,-3.1978985195943874,-3.1978985195943874
M,W,-1.2267138807309594,-0.9869208902595064,MW,194,B,-1,-1,-4.288324255065513,-8.84925253742766,-1.3486695894084495
F,W,-3.7178669226433096,-3.308920033406648,FW,195,W,-1,-1,-3.7178669226433096,-3.555503763519994,-3.555503763519994
F,W,-2.1731765907055505,-1.8839194899550664,FW,196,W,-1,-1,-2.1731765907055505,-2.1305032200684124,-2.1305032200684124
M,W,0.6638603849790073,0.6128142942682876,MW,197,W,-1,-1,-2.3977499893555456,-7.48951415194166,0.011068796077549736
M,W,0.9617651095385304,0.8841480363464475,MW,198,W,-1,-1,-2.0998452647960226,-7.2181804098635,0.2824025381557096
M,W,-1.1796359219363204,-0.8794403928317045,MW,199,B,-1,-1,-4.241246296270873,-8.741772039999857,-1.2411890919806476
M,B,1.2986184541023995,0.9337884316245744,MB,200,W,-1,-1,-1.7629919202321536,-7.168540014585373,0.3320429334338365
F,W,-2.99888684901192,-2.606896452349308,FW,201,W,-1,-1,-2.99888684901192,-2.853480182462654,-2.853480182462654
M,W,-0.8659421942415494,-0.6560443995174846,MW,202,B,-1,-1,-3.9275525685761026,-8.518376046685637,-1.0177930986664276
M,W,-0.2657101587567878,-0.16173216257047712,MW,203,B,-1,-1,-3.3273205330913407,-8.02406380973863,-0.5234808617194202
M,W,-0.26475371405161136,-0.12459121050899097,MW,204,W,-1,-1,-3.3263640883861645,-8.226919656718938,-0.7263367086997288
M,W,-0.10738712582533697,-0.1364054652700886,MW,205,B,-1,-1,-3.16899750015989,-7.998737112438241,-0.4981541644190317
M,B,0.15839739144095807,-0.3408166050631644,MB,206,W,-1,-1,-2.903212982893595,-8.443145051273111,-0.9425621032539022
M,B,-0.07599374641306879,-0.4967139574041525,MB,207,W,-1,-1,-3.1376041207476217,-8.5990424036141,-1.0984594555948903
M,W,-0.3431283215293365,-0.2350159411911365,MW,208,B,-1,-1,-3.4047386958638897,-8.09734758835929,-0.5967646403400797
F,W,-4.196614457483624,-3.6924245062892025,FW,209,B,-1,-1,-4.196614457483624,-3.6924245062892025,-3.6924245062892025
M,W,0.21109375983055334,0.2644086858715683,MW,210,B,-1,-1,-2.8505166145039995,-7.597922961296584,-0.09734001327737485
M,W,0.11464951461531847,0.2288809074163273,MW,211,W,-1,-1,-2.9469608597192347,-7.87344753879362,-0.3728645907744106
M,B,-0.9479366698851212,-1.0415843966440257,MB,212,B,-1,-1,-4.009547044219675,-8.903916043812178,-1.4033330957929688
F,B,-2.7393668015739574,-2.637807986188821,FB,213,W,-1,-1,-2.7393668015739574,-2.884391716302167,-2.884391716302167
F,W,-3.4413483110237846,-3.0013361761473067,FW,214,B,-1,-1,-3.4413483110237846,-3.0013361761473067,-3.0013361761473067
M,B,0.5534396847279106,0.23286212357546435,MB,215,W,-1,-1,-2.5081706896066427,-7.869466322634483,-0.36888337461527354
