G,R,X,Y,GR,UID,WrongR,qw,qb,X_count,Y_count,Y_count_resolve
M,W,1.3538345523104165,1.1267777253553857,MW,110,W,-1,-1,-1.6877873229779845,-6.9498741585685995,0.5537871108677825
F,B,-1.7452252752907966,-1.9457480679129817,FB,111,W,-1,-1,-1.7452252752907966,-2.181880594075271,-2.181880594075271
F,W,-4.837930343841586,-4.295068800095281,FW,112,B,-1,-1,-4.837930343841586,-4.295068800095281,-4.295068800095281
F,W,-3.734706631081752,-3.3960099089858713,FW,113,B,-1,-1,-3.734706631081752,-3.3960099089858713,-3.3960099089858713
M,B,0.3363407840281826,0.02040045588245265,MB,114,W,-1,-1,-2.7052810912602183,-8.056251428041532,-0.5525901586051505
F,W,-3.364390563930377,-2.849781384671522,FW,115,B,-1,-1,-3.364390563930377,-2.849781384671522,-2.849781384671522
F,B,-5.178638507745632,-4.687758601704774,FB,116,B,-1,-1,-5.178638507745632,-4.687758601704774,-4.687758601704774
M,B,0.1563535719521155,-0.13672320379272512,MB,117,W,-1,-1,-2.8852683033362854,-8.21337508771671,-0.7097138182803282
M,W,0.4210468039767503,0.3133863910339938,MW,118,B,-1,-1,-2.6205750713116505,-7.522448737808569,-0.0187874683721872
F,W,-3.67772348152694,-3.253625159460237,FW,119,W,-1,-1,-3.67772348152694,-3.489757685622526,-3.489757685622526
M,B,0.4613736763212727,0.15892565845491033,MB,120,W,-1,-1,-2.580248198967128,-7.917726225469075,-0.4140649560326928
M,W,-0.3917542052092233,-0.21921071674193787,MW,121,B,-1,-1,-3.4333760804976245,-8.0550458455845,-0.5513845761481189
F,W,-1.977024865262753,-1.8692345955123792,FW,122,W,-1,-1,-1.977024865262753,-2.1053671216746683,-2.1053671216746683
F,B,-4.76101538521862,-4.490557419179906,FB,123,W,-1,-1,-4.76101538521862,-4.726689945342195,-4.726689945342195
M,W,0.17982084980961285,-0.07496716365528627,MW,124,W,-1,-1,-2.8618010254787882,-8.15161904757927,-0.6479577781428894
F,W,-3.743083557437116,-3.286834152507308,FW,125,B,-1,-1,-3.743083557437116,-3.286834152507308,-3.286834152507308
M,W,0.20764798388969996,0.08474050949677014,MW,126,B,-1,-1,-2.833973891398701,-7.751094619345793,-0.24743334990941085
M,B,0.4044533245053965,0.08672813457776002,MB,127,W,-1,-1,-2.6371685507830045,-7.989923749346225,-0.4862624799098431
M,W,-0.32643262672195744,-0.33160929935217115,MW,128,B,-1,-1,-3.3680545020103585,-8.167444428194734,-0.6637831587583521
M,W,0.07882452741923122,-0.17330372197985597,MW,129,B,-1,-1,-2.9627973478691696,-8.009138850822419,-0.5054775813860369
F,W,-4.6915426676875915,-4.203467407362702,FW,130,W,-1,-1,-4.6915426676875915,-4.439599933524991,-4.439599933524991
M,W,1.1177931361763356,0.8223264224003419,MW,131,W,-1,-1,-1.9238287391120654,-7.254325461523643,0.2493358079127388
M,B,1.0367673444745915,0.5658706022882052,MB,132,B,-1,-1,-2.0048545308138097,-7.269964526554357,0.2336967428820242
F,B,-3.2912791716407286,-3.063143735537788,FB,133,B,-1,-1,-3.2912791716407286,-3.063143735537788,-3.063143735537788
F,W,-4.107403287524769,-3.690626110363477,FW,134,W,-1,-1,-4.107403287524769,-3.926758636525766,-3.926758636525766
M,B,-0.16916798310224132,-0.2525392715181131,MB,135,B,-1,-1,-3.2107898583906422,-8.088374400360676,-0.5847131309242941
M,W,-0.4185126285868814,-0.3835401941363708,MW,136,W,-1,-1,-3.4601345038752824,-8.460192078060356,-0.9565308086239739
M,W,-0.7019795251824172,-0.5697208202929814,MW,137,W,-1,-1,-3.7436014004708182,-8.646372704216967,-1.1427114347805847
M,W,-0.4224940747132699,-0.5134590199811929,MW,138,B,-1,-1,-3.4641159500016707,-8.349294148823756,-0.845632879387374
M,B,-0.25747754297756736,-0.311795647902564,MB,139,B,-1,-1,-3.2990994182659685,-8.147630776745126,-0.643969507308745
M,W,-1.1120151413788746,-0.9864475668916112,MW,140,W,-1,-1,-4.153637016667275,-9.063099450815596,-1.5594381813792144
F,W,-3.1893215973120457,-2.879029478595818,FW,141,B,-1,-1,-3.1893215973120457,-2.879029478595818,-2.879029478595818
M,B,0.6540394341705037,0.4943965345344622,MB,142,W,-1,-1,-2.3875824411178974,-7.582255349389523,-0.07859407995314094
M,B,0.350991164158453,0.0009532396365701246,MB,143,B,-1,-1,-2.690630711129948,-7.834881889205993,-0.33122061976961087
F,W,-3.090942325582162,-2.9310305496001563,FW,144,W,-1,-1,-3.090942325582162,-3.167163075762445,-3.167163075762445
M,W,-0.3695950071057708,-0.4916563621718634,MW,145,B,-1,-1,-3.411216882394172,-8.327491491014426,-0.8238302215780444
F,W,-2.7889563342450185,-2.7722305830088567,FW,146,B,-1,-1,-2.7889563342450185,-2.7722305830088567,-2.7722305830088567
M,W,0.3283973531292095,0.4926057035813238,MW,147,W,-1,-1,-2.7132245221591917,-7.5840461803426615,-0.08038491090627936
M,W,0.7298935668186225,0.6418442498733303,MW,148,W,-1,-1,-2.3117283084697786,-7.434807634050655,0.0688536353857272
F,B,-3.9399659431076297,-3.746030143536265,FB,149,W,-1,-1,-3.9399659431076297,-3.9821626696985537,-3.9821626696985537
M,W,-0.7136233878526809,-0.6766859802984332,MW,150,W,-1,-1,-3.7552452631410818,-8.753337864222418,-1.2496765947860364
M,W,0.1267298364759644,0.07708726508203315,MW,151,B,-1,-1,-2.9148920388124364,-7.758747863760529,-0.2550865943241478
F,W,-3.198677254122185,-2.9424423536830755,FW,152,B,-1,-1,-3.198677254122185,-2.9424423536830755,-2.9424423536830755
F,B,-2.5019031715009508,-2.52593688394012,FB,153,W,-1,-1,-2.5019031715009508,-2.762069410102409,-2.762069410102409
F,W,-2.0231035384233262,-2.047595559124758,FW,154,B,-1,-1,-2.0231035384233262,-2.047595559124758,-2.047595559124758
F,W,-3.5862328466949953,-3.5116855026211398,FW,155,B,-1,-1,-3.5862328466949953,-3.5116855026211398,-3.5116855026211398
M,B,0.38148357367851615,-0.037266603157346916,MB,156,B,-1,-1,-2.660138301609885,-7.87310173199991,-0.3694404625635279
M,W,-0.3342505726345273,-0.18718563928737605,MW,157,W,-1,-1,-3.3758724479229283,-8.263837523211361,-0.7601762537749792
F,B,-2.2510279251463343,-2.533922003531936,FB,158,B,-1,-1,-2.2510279251463343,-2.533922003531936,-2.533922003531936
M,W,1.1998655813584649,1.0137917373174898,MW,159,W,-1,-1,-1.8417562939299361,-7.062860146606495,0.4408011228298867
M,W,1.15891885249802,1.0415811389037115,MW,160,B,-1,-1,-1.882703022790381,-6.794253989938851,0.7094072794975306
M,W,-0.10914548978770004,-0.03764013944587865,MW,161,W,-1,-1,-3.150767365076101,-8.114292023369863,-0.6106307539334818
M,W,-0.8131714498205903,-0.6172708266341229,MW,162,B,-1,-1,-3.854793325108991,-8.453105955476685,-0.9494446860403039
M,B,-0.007596201864252922,-0.1773186668717905,MB,163,B,-1,-1,-3.049218077152654,-8.013153795714354,-0.5094925262779715
F,W,-2.7331173844450363,-2.5069003644102565,FW,164,W,-1,-1,-2.7331173844450363,-2.7430328905725454,-2.7430328905725454
F,B,-3.3820194098967407,-3.2659562454167625,FB,165,W,-1,-1,-3.3820194098967407,-3.5020887715790514,-3.5020887715790514
M,W,-0.5759014323109668,-0.2292287401587444,MW,166,W,-1,-1,-3.6175233075993676,-8.305880624082729,-0.8022193546463475
F,W,-2.9986961555215244,-2.8312921490057987,FW,167,W,-1,-1,-2.9986961555215244,-3.0674246751680876,-3.0674246751680876
M,W,0.06838096378917646,0.05938323745390945,MW,168,W,-1,-1,-2.9732409114992246,-8.017268646470075,-0.5136073770336936
F,W,-2.5205036829048773,-2.53328152927334,FW,169,W,-1,-1,-2.5205036829048773,-2.769414055435629,-2.769414055435629
F,W,-3.78962073692148,-3.2923856029884964,FW,170,B,-1,-1,-3.78962073692148,-3.2923856029884964,-3.2923856029884964
M,W,0.0395607540567856,-0.03761876285404488,MW,171,B,-1,-1,-3.0020611212316153,-7.873453891696608,-0.36979262226022586
M,W,-0.4975529317691999,-0.5104585634006404,MW,172,W,-1,-1,-3.539174807057601,-8.587110447324626,-1.0834491778882436
M,B,0.8143400777918173,0.4656680216889968,MB,173,W,-1,-1,-2.227281797496584,-7.610983862234988,-0.10732259279860634
M,B,-0.02296363581454561,-0.3777523366501308,MB,174,W,-1,-1,-3.0645855111029467,-8.454404220574116,-0.9507429511377339
M,W,-0.931721167082208,-0.7950647448296765,MW,175,W,-1,-1,-3.973343042370609,-8.871716628753662,-1.3680553593172795
F,B,-2.171451498810742,-2.3787640546166227,FB,176,B,-1,-1,-2.171451498810742,-2.3787640546166227,-2.3787640546166227
F,W,-0.8276130710607488,-1.1642144055923578,FW,177,B,-1,-1,-0.8276130710607488,-1.1642144055923578,-1.1642144055923578
F,B,-4.217426103633008,-3.9840058249700583,FB,178,W,-1,-1,-4.217426103633008,-4.220138351132348,-4.220138351132348
M,W,0.4508193911885581,0.22812201191659445,MW,179,B,-1,-1,-2.590802484099843,-7.607713116925968,-0.10405184748958654
M,W,0.9907303038674112,0.7478714215220623,MW,180,W,-1,-1,-2.0508915714209897,-7.328780462401923,0.17488080703445918
M,W,-0.17133366835947206,-0.15173847141842325,MW,181,W,-1,-1,-3.212955543647873,-8.228390355342409,-0.7247290859060264
M,W,0.9180741476970858,0.5816978861051441,MW,182,B,-1,-1,-2.123547727591315,-7.254137242737419,0.24952402669896306
M,B,0.6269016078356603,0.2831573643348594,MB,183,B,-1,-1,-2.414720267452741,-7.5526777645077035,-0.04901649507132161
F,B,-3.477239697032983,-3.5049613451469424,FB,184,B,-1,-1,-3.477239697032983,-3.5049613451469424,-3.5049613451469424
M,W,0.3674054215200483,0.2495670667000433,MW,185,B,-1,-1,-2.6742164537683526,-7.586268062142519,-0.08260679270613769
M,B,-0.6713325455733384,-0.9471205797345402,MB,186,B,-1,-1,-3.7129544208617395,-8.782955708577102,-1.2792944391407213
M,W,-0.9575304721737414,-0.6488551266300105,MW,187,W,-1,-1,-3.999152347462142,-8.725507010553995,-1.2218457411176136
F,B,-2.784444624725944,-2.4002080150192064,FB,188,B,-1,-1,-2.784444624725944,-2.4002080150192064,-2.4002080150192064
F,W,-2.500329909119279,-2.2916538857223494,FW,189,B,-1,-1,-2.500329909119279,-2.2916538857223494,-2.2916538857223494
M,W,-0.3077393272557449,-0.340391038918726,MW,190,B,-1,-1,-3.349361202544146,-8.176226167761289,-0.6725648983249071
M,W,-0.0935997082740107,-0.0974187042474894,MW,191,W,-1,-1,-3.1352215835624118,-8.174070588171475,-0.6704093187350926
F,W,-4.553900396156517,-4.283661100266785,FW,192,W,-1,-1,-4.553900396156517,-4.519793626429074,-4.519793626429074
M,B,0.6201627386695627,0.1508776366455627,MB,193,W,-1,-1,-2.4214591366188385,-7.925774247278422,-0.42211297784204044
M,W,0.00599288682142256,0.2108972180415518,MW,194,B,-1,-1,-3.0356289884669785,-7.624937910801011,-0.1212766413646292
M,B,0.5560702088321181,0.12744592716554048,MB,195,B,-1,-1,-2.485551666456283,-7.708389201677022,-0.2047279322406405
M,W,0.8638320020272442,0.7733725681740425,MW,196,B,-1,-1,-2.177789873261157,-7.0624625606685205,0.44119870876786155
M,W,0.8351719297318034,0.8203025560214666,MW,197,B,-1,-1,-2.2064499455565976,-7.015532572821096,0.48812869661528563
F,B,-3.1336565046310754,-3.013457455420704,FB,198,B,-1,-1,-3.1336565046310754,-3.013457455420704,-3.013457455420704
M,B,-0.04715106097490577,-0.2238149655407967,MB,199,B,-1,-1,-3.088772936263307,-8.05965009438336,-0.5559888249469777
F,W,-2.6148398338080727,-2.3482792362190645,FW,200,W,-1,-1,-2.6148398338080727,-2.5844117623813534,-2.5844117623813534
M,W,-1.2274992078448037,-0.9339881209095796,MW,201,W,-1,-1,-4.2691210831332045,-9.010640004833565,-1.5069787353971829
M,B,-1.952326959362629,-1.960566239522224,MB,202,B,-1,-1,-4.99394883465103,-9.796401368364787,-2.2927400989284052
F,B,-2.6579261054073857,-2.5294025206603097,FB,203,B,-1,-1,-2.6579261054073857,-2.5294025206603097,-2.5294025206603097
F,W,-3.1762984505795817,-2.8502222592255446,FW,204,B,-1,-1,-3.1762984505795817,-2.8502222592255446,-2.8502222592255446
M,W,0.8126076156972449,0.6032895298969524,MW,205,W,-1,-1,-2.229014259591156,-7.473362354027032,0.03029891540934926
M,B,0.1214484580388326,-0.2346187791133789,MB,206,B,-1,-1,-2.9201734172495684,-8.070453907955942,-0.5667926385195599
F,B,-2.1620429339318266,-2.201581527734932,FB,207,B,-1,-1,-2.1620429339318266,-2.201581527734932,-2.201581527734932
M,B,-0.18631139673636188,-0.4197432559591964,MB,208,B,-1,-1,-3.227933272024763,-8.255578384801758,-0.7519171153653774
M,B,-1.3216553605590011,-1.2898073354371835,MB,209,B,-1,-1,-4.363277235847402,-9.125642464279746,-1.6219811948433644
M,B,-0.4897452858905871,-0.6763635827633246,MB,210,B,-1,-1,-3.531367161178988,-8.512198711605887,-1.0085374421695057
M,B,-0.4107356621387092,-0.6741366200744614,MB,211,W,-1,-1,-3.45235753742711,-8.750788503998447,-1.2471272345620645
M,W,1.0020548302375638,0.7476261055549126,MW,212,W,-1,-1,-2.039567045050837,-7.329025778369072,0.17463549106730947
M,W,-0.4084989091276823,-0.2951558840387495,MW,213,W,-1,-1,-3.4501207844160833,-8.371807767962734,-0.8681464985263526
F,W,-3.2287492336343417,-3.1434406392893424,FW,214,W,-1,-1,-3.2287492336343417,-3.3795731654516312,-3.3795731654516312
F,B,-3.0688958713640715,-3.1362965495563118,FB,215,W,-1,-1,-3.0688958713640715,-3.3724290757186006,-3.3724290757186006
F,B,-3.5834106515805604,-3.5431858195613075,FB,216,W,-1,-1,-3.5834106515805604,-3.7793183457235964,-3.7793183457235964
