G,R,X,Y,GR,UID,WrongR,qw,qb,X_count,Y_count,Y_count_resolve
F,B,-1.0537055718858688,-1.5366454260498397,FB,88,B,-1,-1,-1.0537055718858688,-1.5366454260498397,-1.5366454260498397
M,W,-0.8482396864281689,-0.8615068513581566,MW,89,W,-1,-1,-3.9164978519468523,-9.020233700086166,-1.4683496193379488
M,B,-1.4955602626271691,-1.5272711101432863,MB,90,B,-1,-1,-4.5638184281458525,-9.446188770370654,-1.8943046896224374
F,B,-2.029045403036448,-2.292904507986824,FB,91,W,-1,-1,-2.029045403036448,-2.5386725142153574,-2.5386725142153574
F,W,-3.941260820450928,-3.536895325298826,FW,92,W,-1,-1,-3.941260820450928,-3.782663331527359,-3.782663331527359
F,W,-2.6838423227723167,-2.5420937492058537,FW,93,B,-1,-1,-2.6838423227723167,-2.5420937492058537,-2.5420937492058537
M,B,0.3021029116191171,0.02575908900421964,MB,94,W,-1,-1,-2.766155253899566,-8.132967759723789,-0.5810836789755726
F,B,-5.171888708612764,-4.8172522206133666,FB,95,B,-1,-1,-5.171888708612764,-4.8172522206133666,-4.8172522206133666
F,B,-2.018181521087481,-2.1779692715917744,FB,96,B,-1,-1,-2.018181521087481,-2.1779692715917744,-2.1779692715917744
M,W,1.484685989918985,1.3557815016825916,MW,97,W,-1,-1,-1.5835721755996983,-6.802945347045417,0.7489387337027994
F,B,-4.43699132014521,-4.253853152114392,FB,98,B,-1,-1,-4.43699132014521,-4.253853152114392,-4.253853152114392
M,W,0.948297312870499,0.7482137887966167,MW,99,B,-1,-1,-2.1199608526481843,-7.170703871430751,0.38118020931746566
F,W,-4.151421312802519,-3.6552217339596886,FW,100,B,-1,-1,-4.151421312802519,-3.6552217339596886,-3.6552217339596886
F,B,-3.0042776378393503,-2.9495992626738192,FB,101,B,-1,-1,-3.0042776378393503,-2.9495992626738192,-2.9495992626738192
M,W,0.4157422629704972,0.3649631485751961,MW,102,W,-1,-1,-2.652515902548186,-7.793763700152812,-0.24187961940459612
M,W,0.6661608345619563,0.6239011025461647,MW,103,W,-1,-1,-2.4020973309567273,-7.534825746181844,0.017058334566372513
M,W,-0.524536333534052,-0.3817667657031381,MW,104,B,-1,-1,-3.5927944990527356,-8.300684425930505,-0.7488003451822891
F,B,-3.0524321326234314,-3.0022956983048408,FB,105,B,-1,-1,-3.0524321326234314,-3.0022956983048408,-3.0022956983048408
F,W,-4.293072746730864,-3.7399209796577533,FW,106,W,-1,-1,-4.293072746730864,-3.985688985886286,-3.985688985886286
F,B,-4.193864936893158,-4.06026365630575,FB,107,B,-1,-1,-4.193864936893158,-4.06026365630575,-4.06026365630575
F,W,-0.6470738340460582,-0.9440489657311606,FW,108,B,-1,-1,-0.6470738340460582,-0.9440489657311606,-0.9440489657311606
F,B,-4.747131749353609,-4.301623085833337,FB,109,W,-1,-1,-4.747131749353609,-4.54739109206187,-4.54739109206187
F,B,-3.8507019209753013,-3.8673528319250967,FB,110,W,-1,-1,-3.8507019209753013,-4.1131208381536295,-4.1131208381536295
M,W,-1.7527260840465957,-1.3731740475795131,MW,111,W,-1,-1,-4.820984249565279,-9.531900896307523,-1.9800168155593054
M,B,-0.6472481689426276,-0.5963914275715372,MB,112,W,-1,-1,-3.715506334461311,-8.755118276299546,-1.2032341955513295
M,W,0.04177205459850438,-0.006064345523353755,MW,113,W,-1,-1,-3.026486110920179,-8.164791194251363,-0.612907113503146
M,W,0.4906975223578176,0.2979233761399322,MW,114,W,-1,-1,-2.577560643160866,-7.860803472588076,-0.30891939183986
F,B,-3.6042020929683183,-3.7179207305080486,FB,115,B,-1,-1,-3.6042020929683183,-3.7179207305080486,-3.7179207305080486
M,W,0.23363910906494764,0.205949783553954,MW,116,W,-1,-1,-2.834619056453736,-7.952777065174055,-0.4008929844258382
M,B,0.6240274266855868,0.1624094267479136,MB,117,B,-1,-1,-2.4442307388330966,-7.756508233479454,-0.20462415273123746
M,W,-0.21174458074656516,-0.20045324231399095,MW,118,B,-1,-1,-3.2800027462652483,-8.119370902541359,-0.567486821793142
M,B,0.7641490413502671,0.21626754512161228,MB,119,W,-1,-1,-2.3041091241684164,-7.942459303606396,-0.3905752228581799
F,W,-2.0302558890620968,-1.916821069386309,FW,120,W,-1,-1,-2.0302558890620968,-2.162589075614842,-2.162589075614842
F,B,-3.2637002736077814,-3.3997629785741026,FB,121,W,-1,-1,-3.2637002736077814,-3.645530984802636,-3.645530984802636
F,B,-3.1477015086018447,-3.1035892549214172,FB,122,B,-1,-1,-3.1477015086018447,-3.1035892549214172,-3.1035892549214172
M,W,0.9337436617098732,0.9124227793565608,MW,123,B,-1,-1,-2.13451450380881,-7.0064948808708065,0.5453891998774097
M,B,-0.01073825898360803,-0.17152748029348205,MB,124,B,-1,-1,-3.0789964245022916,-8.090445140520849,-0.5385610597726331
M,W,0.18281117536974967,0.03738334751626088,MW,125,B,-1,-1,-2.8854469901489335,-7.881534312711106,-0.3296502319628902
F,W,-2.749462183670202,-2.552145866743844,FW,126,B,-1,-1,-2.749462183670202,-2.552145866743844,-2.552145866743844
M,B,0.14426005275928466,-0.05364618365786715,MB,127,B,-1,-1,-2.923998112759399,-7.972563843885235,-0.4206797631370182
M,W,-0.5951209265315971,-0.4980252300395643,MW,128,W,-1,-1,-3.6633790920502802,-8.656752078767573,-1.1048679980193565
F,W,-3.8463874491676266,-3.3372321462861048,FW,129,B,-1,-1,-3.8463874491676266,-3.3372321462861048,-3.3372321462861048
F,W,-2.651109941609357,-2.6055032037537287,FW,130,B,-1,-1,-2.651109941609357,-2.6055032037537287,-2.6055032037537287
M,W,0.22579885433387306,0.1691497693328976,MW,131,W,-1,-1,-2.84245931118481,-7.989577079395111,-0.4376929986468946
F,B,-4.459594118847375,-4.276148109047644,FB,132,W,-1,-1,-4.459594118847375,-4.521916115276177,-4.521916115276177
M,W,-0.011998270138136105,0.10540618751967946,MW,133,B,-1,-1,-3.0802564356568194,-7.813511472707688,-0.2616273919594716
M,B,0.15862533294927286,-0.17902453368311813,MB,134,B,-1,-1,-2.9096328325694105,-8.097942193910486,-0.5460581131622692
M,W,0.3159800931677634,0.2931153741957319,MW,135,B,-1,-1,-2.75227807235092,-7.625802286031636,-0.07391820528341914
F,B,-1.5943876380146027,-1.721548334836692,FB,136,W,-1,-1,-1.5943876380146027,-1.967316341065225,-1.967316341065225
F,W,-1.155755387787258,-1.1579058417148491,FW,137,B,-1,-1,-1.155755387787258,-1.1579058417148491,-1.1579058417148491
M,B,-0.3171999249870712,-0.6589136362879259,MB,138,B,-1,-1,-3.3854580905057547,-8.577831296515294,-1.025947215767077
M,W,0.7346543657882685,0.5063936031391704,MW,139,W,-1,-1,-2.333603799730415,-7.652333245588839,-0.10044916484062183
M,W,0.7250379871720479,0.5921561775429796,MW,140,W,-1,-1,-2.3432201783466353,-7.566570671185029,-0.014686590436812641
M,W,-0.6631389724417337,-0.7027621440374396,MW,141,B,-1,-1,-3.731397137960417,-8.621679804264808,-1.0697957235165907
M,W,0.5159606478302553,0.526911921293913,MW,142,B,-1,-1,-2.552297517688428,-7.392005738933454,0.1598783418147619
F,W,-3.5579653744823965,-3.1325211629007077,FW,143,W,-1,-1,-3.5579653744823965,-3.378289169129241,-3.378289169129241
M,W,1.2742068470716688,0.9781089778550291,MW,144,W,-1,-1,-1.7940513184470146,-7.18061787087298,0.37126620987523695
F,W,-3.902628553203231,-3.5079853683098814,FW,145,B,-1,-1,-3.902628553203231,-3.5079853683098814,-3.5079853683098814
F,W,-3.9121129906320555,-3.4230193981595813,FW,146,B,-1,-1,-3.9121129906320555,-3.4230193981595813,-3.4230193981595813
F,W,-2.6157008952603933,-2.2778807102484153,FW,147,B,-1,-1,-2.6157008952603933,-2.2778807102484153,-2.2778807102484153
F,W,-2.8169628051746507,-2.7983125175989785,FW,148,W,-1,-1,-2.8169628051746507,-3.0440805238275113,-3.0440805238275113
M,B,0.035073163116457765,-0.28382631808549164,MB,149,W,-1,-1,-3.0331850024022255,-8.4425531668135,-0.8906690860652838
M,W,0.005079609458324878,-0.009286985157782623,MW,150,W,-1,-1,-3.0631785560603584,-8.16801383388579,-0.6161297531375748
M,W,0.4318319651837784,0.4535798913037144,MW,151,B,-1,-1,-2.636426200334905,-7.465337768923653,0.08654631182456335
M,B,-0.405566784624914,-0.5227980326561936,MB,152,B,-1,-1,-3.473824950143597,-8.44171569288356,-0.8898316121353447
M,W,-0.8038580099594128,-0.4915930340036915,MW,153,B,-1,-1,-3.872116175478096,-8.410510694231059,-0.8586266134828425
F,W,-2.2214534065265745,-2.158549263803464,FW,154,B,-1,-1,-2.2214534065265745,-2.158549263803464,-2.158549263803464
M,W,1.0811191761544143,1.150813851355641,MW,155,B,-1,-1,-1.987138989364269,-6.768103808871727,0.7837802718764899
M,B,-1.6829100403539183,-1.3962124549578536,MB,156,W,-1,-1,-4.7511682058726015,-9.554939303685863,-2.003055222937646
M,B,-0.22399117127542487,-0.4335783129101157,MB,157,W,-1,-1,-3.292249336794108,-8.592305161638125,-1.040421080889908
F,B,-2.6606032602247947,-2.6283515157214747,FB,158,B,-1,-1,-2.6606032602247947,-2.6283515157214747,-2.6283515157214747
M,W,0.743830250814251,0.8105126261038929,MW,159,B,-1,-1,-2.324427914704432,-7.108405034123475,0.4434790466247418
M,B,0.5918794949640137,0.4624048776600084,MB,160,B,-1,-1,-2.4763786705546695,-7.456512782567359,0.09537129818085732
M,W,0.1415287785466907,0.14881599572315635,MW,161,W,-1,-1,-2.9267293869719926,-8.009910853004852,-0.45802677225663585
M,W,-0.04198460090201908,0.014599658810833268,MW,162,W,-1,-1,-3.1102427664207024,-8.144127189917175,-0.592243109168959
M,B,-0.7853036180994879,-0.8863362486899447,MB,163,B,-1,-1,-3.8535617836181713,-8.805253908917312,-1.2533698281690957
F,W,-0.7960260133768808,-0.8396323701030559,FW,164,B,-1,-1,-0.7960260133768808,-0.8396323701030559,-0.8396323701030559
F,W,-1.3222426988774736,-1.4446912951422786,FW,165,W,-1,-1,-1.3222426988774736,-1.6904593013708116,-1.6904593013708116
M,W,0.6049006614371646,0.3159657467122027,MW,166,W,-1,-1,-2.463357504081519,-7.842761102015806,-0.2908770212675895
M,W,-0.05276138307374185,-0.05826505942780497,MW,167,W,-1,-1,-3.1210195485924253,-8.216991908155814,-0.6651078274075972
M,W,-0.23283411881096436,-0.16405416607897064,MW,168,W,-1,-1,-3.3010922843296475,-8.32278101480698,-0.7708969340587628
M,W,0.0028685640516204233,-0.011648279044470937,MW,169,W,-1,-1,-3.065389601467063,-8.170375127772479,-0.6184910470242632
M,W,-0.9269737210499256,-0.9076367224296784,MW,170,B,-1,-1,-3.995231886568609,-8.826554382657045,-1.2746703019088295
F,W,-2.76426902736452,-2.603769873446563,FW,171,W,-1,-1,-2.76426902736452,-2.849537879675096,-2.849537879675096
M,W,0.9968567821611136,0.7844529965256165,MW,172,B,-1,-1,-2.0714013833575695,-7.134464663701751,0.41741941704646546
M,B,-0.4760723696517832,-0.5495743411755161,MB,173,B,-1,-1,-3.5443305351704666,-8.468492001402883,-0.9166079206546671
M,W,-0.7814351550273615,-0.5329555175364346,MW,174,W,-1,-1,-3.849693320546045,-8.691682366264443,-1.1397982855162268
M,W,0.14040116223566065,0.2433114129238648,MW,175,W,-1,-1,-2.9278570032830227,-7.915415435804144,-0.3635313550559274
F,B,-2.2708526737286845,-2.1765501122342767,FB,176,B,-1,-1,-2.2708526737286845,-2.1765501122342767,-2.1765501122342767
M,W,-0.8652992118107705,-0.7008735285384506,MW,177,W,-1,-1,-3.933557377329454,-8.85960037726646,-1.307716296518243
M,B,-0.4749347082670783,-0.5157255422778607,MB,178,W,-1,-1,-3.5431928737857614,-8.67445239100587,-1.122568310257653
F,W,-0.7357758532143217,-0.9031243689192164,FW,179,W,-1,-1,-0.7357758532143217,-1.1488923751477493,-1.1488923751477493
M,W,0.6794082997223662,0.464371382338502,MW,180,W,-1,-1,-2.3888498657963173,-7.694355466389506,-0.1424713856412902
M,W,-0.87653052593971,-0.6182793477013142,MW,181,W,-1,-1,-3.9447886914583936,-8.777006196429323,-1.2251221156811063
M,B,0.2638745109548069,-0.2043803300538795,MB,182,B,-1,-1,-2.8043836545638765,-8.123297990281246,-0.5714139095330306
F,W,-3.3179194175625617,-2.9751424725624185,FW,183,W,-1,-1,-3.3179194175625617,-3.2209104787909517,-3.2209104787909517
M,W,-0.3271078075364555,-0.1269754365203743,MW,184,B,-1,-1,-3.3953659730551387,-8.045893096747742,-0.49400901599952535
M,W,-0.30982416033597465,-0.1098834093177028,MW,185,W,-1,-1,-3.378082325854658,-8.268610258045712,-0.716726177297495
M,W,-0.07061528403771826,0.04677748425887622,MW,186,B,-1,-1,-3.1388734495564017,-7.872140175968491,-0.3202560952202748
F,B,-3.894323403172503,-3.5876882416044684,FB,187,W,-1,-1,-3.894323403172503,-3.833456247833001,-3.833456247833001
M,B,-1.0510419735465852,-1.0068466775763412,MB,188,W,-1,-1,-4.119300139065269,-9.16557352630435,-1.6136894455561333
M,B,0.9024710838091332,0.5352637641884335,MB,189,B,-1,-1,-2.16578708170955,-7.383653896038934,0.16823018470928242
M,W,0.6929135112664666,0.5876837394141586,MW,190,B,-1,-1,-2.375344654252217,-7.331233920813209,0.22065015993500758
M,W,-0.20357500137351686,-0.10119762616205268,MW,191,B,-1,-1,-3.2718331668922,-8.02011528638942,-0.46823120564120374
M,W,-1.2357266812456786,-0.9201685798733944,MW,192,W,-1,-1,-4.3039848467643615,-9.078895428601403,-1.5270113478531866
M,W,0.04833981563587352,0.00858327241311984,MW,193,W,-1,-1,-3.01991834988281,-8.150143576314889,-0.5982594955666724
M,W,0.14703334299948395,0.2941088456387317,MW,194,W,-1,-1,-2.9212248225191995,-7.8646180030892765,-0.3127339223410605
F,B,-4.463176358491882,-4.087077183965572,FB,195,B,-1,-1,-4.463176358491882,-4.087077183965572,-4.087077183965572
F,W,-2.262333146379917,-2.3482249777231097,FW,196,W,-1,-1,-2.262333146379917,-2.593992983951643,-2.593992983951643
M,W,0.499223441451156,0.16105612673232902,MW,197,B,-1,-1,-2.5690347240675275,-7.7578615334950385,-0.20597745274682203
F,W,-2.5853970288878214,-2.4148541907084007,FW,198,W,-1,-1,-2.5853970288878214,-2.6606221969369335,-2.6606221969369335
M,W,-0.7314416552354296,-0.585410626025053,MW,199,B,-1,-1,-3.799699820754113,-8.50432828625242,-0.9524442055042041
M,B,-1.2588928895231992,-1.3799313386429426,MB,200,W,-1,-1,-4.327151055041883,-9.53865818737095,-1.9867741066227347
M,W,-0.7872230307747882,-0.5349691754145527,MW,201,B,-1,-1,-3.8554811962934714,-8.45388683564192,-0.9020027548937037
M,B,-0.5030474049320229,-0.5851433800760464,MB,202,W,-1,-1,-3.5713055704507064,-8.743870228804056,-1.1919861480558387
M,B,-0.21884262952959715,-0.3835610748349676,MB,203,B,-1,-1,-3.2871007950482807,-8.302478735062335,-0.7505946543141186
F,B,-3.754959969055177,-3.7644304254599903,FB,204,W,-1,-1,-3.754959969055177,-4.010198431688523,-4.010198431688523
M,W,0.4303024767532377,0.3506738190330585,MW,205,B,-1,-1,-2.637955688765446,-7.568243841194309,-0.016359760446092553
M,W,-0.504725623839702,-0.49571514524876,MW,206,B,-1,-1,-3.5729837893583856,-8.414632805476128,-0.8627487247279111
F,W,-4.8753028380361805,-4.5885817710898005,FW,207,W,-1,-1,-4.8753028380361805,-4.834349777318334,-4.834349777318334
F,W,-3.1430310753442616,-2.7105191150336814,FW,208,W,-1,-1,-3.1430310753442616,-2.956287121262214,-2.956287121262214
M,B,-0.18469601041370415,-0.3714102060771917,MB,209,B,-1,-1,-3.2529541759323877,-8.290327866304558,-0.7384437855563428
M,W,1.1495154460111499,1.0090322446670967,MW,210,B,-1,-1,-1.9187427195075335,-6.909885415560271,0.6419986651879457
F,B,-2.707305687551268,-2.664670737454708,FB,211,B,-1,-1,-2.707305687551268,-2.664670737454708,-2.664670737454708
M,W,-0.6229560806022932,-0.31320755952028634,MW,212,B,-1,-1,-3.6912142461209765,-8.232125219747655,-0.6802411389994374
M,B,-0.9556554664143484,-1.0699847588329583,MB,213,W,-1,-1,-4.0239136319330315,-9.228711607560967,-1.6768275268127506
M,W,0.3556456496859817,0.24637701092231895,MW,214,B,-1,-1,-2.7126125158327015,-7.6725406493050485,-0.1206565685568321
M,W,1.1159683979882165,0.8342557445859141,MW,215,B,-1,-1,-1.952289767530467,-7.084661915641453,0.46722216510676307
