G,R,X,Y,GR,UID,TrueR,qw,qb
F,W,-3.376704233209056,-3.0647394323813026,FW,121,B,-1,-1
M,B,-0.10011146316740636,-0.02113576550855866,MB,122,W,-1,-1
M,B,-0.19756284403487945,-0.08259867357910808,MB,123,W,-1,-1
M,W,0.531795764367044,0.35043239235383705,MW,124,W,-1,-1
M,W,0.36915378246664965,0.1724001083789528,MW,125,B,-1,-1
F,B,-3.360268205454873,-3.107425765112039,FB,126,W,-1,-1
M,W,0.7005951887102196,0.4828235055089085,MW,127,W,-1,-1
F,W,-4.086785181613504,-3.680847337089905,FW,128,W,-1,-1
M,B,-0.5255900002159786,-1.0207647063090028,MB,129,B,-1,-1
M,B,0.9886307554589933,0.8071892768374748,MB,130,W,-1,-1
M,B,-0.5893853159562189,-0.5771736064606501,MB,131,B,-1,-1
M,B,-0.4958258510172152,-0.7777099115374256,MB,132,B,-1,-1
F,B,-1.65025176837903,-1.928565505031809,FB,133,B,-1,-1
F,W,-4.640070067166291,-4.298048391323368,FW,134,B,-1,-1
M,B,0.34217784954580394,0.23472974554898582,MB,135,W,-1,-1
M,W,-0.84337101897318,-0.9547843428171605,MW,136,B,-1,-1
M,B,0.5691247470698073,0.5099788074052736,MB,137,W,-1,-1
F,B,-3.4512184938899155,-3.3983193280767257,FB,138,B,-1,-1
F,B,-4.0299905588181835,-3.957877124112004,FB,139,B,-1,-1
F,B,-3.9121219576777087,-3.527655275260818,FB,140,W,-1,-1
M,B,0.04690637496404798,0.15401763769193916,MB,141,W,-1,-1
M,B,0.3320435870729194,0.2211564871265764,MB,142,W,-1,-1
M,B,-0.5771495709131123,-0.4599079329059147,MB,143,W,-1,-1
M,W,0.7245835144716716,0.7064927954983992,MW,144,W,-1,-1
F,W,-2.623545884789432,-2.5471986231477133,FW,145,W,-1,-1
M,W,-1.0753401582044586,-1.0129443514646108,MW,146,B,-1,-1
F,W,-4.3758656398986675,-3.742993660593691,FW,147,W,-1,-1
F,B,-3.437733001324576,-3.0323593229304575,FB,148,W,-1,-1
F,B,-1.9743180581805684,-2.157359724425292,FB,149,B,-1,-1
M,W,-0.12890627913727218,-0.27727416529995896,MW,150,B,-1,-1
M,W,-0.006278587086396132,-0.04541080146588873,MW,151,W,-1,-1
M,W,1.2662573707616525,1.2317625853739602,MW,152,W,-1,-1
F,B,-2.4553110230953816,-2.1855711169579424,FB,153,W,-1,-1
F,W,-4.633477611080101,-4.185861679937444,FW,154,W,-1,-1
M,W,0.14713323907655257,-0.03858549390913654,MW,155,W,-1,-1
F,B,-1.6113710712080733,-1.5029280690665445,FB,156,W,-1,-1
M,B,1.2300815009860786,0.9844436177710353,MB,157,W,-1,-1
F,W,-3.3647704382306975,-3.3159242300624747,FW,158,B,-1,-1
M,B,0.30934916699436105,0.31022124015250924,MB,159,W,-1,-1
M,B,0.45824073568483575,0.06691204585521082,MB,160,B,-1,-1
M,B,-0.7755397039861053,-0.5665927795988565,MB,161,W,-1,-1
M,B,0.3781335333924824,0.08209759172916317,MB,162,B,-1,-1
F,W,-3.0283221341079245,-2.6600257589654395,FW,163,W,-1,-1
M,W,0.35870597583445246,0.2510470618645591,MW,164,W,-1,-1
M,B,0.0035140034295620625,-0.00014336261588951838,MB,165,W,-1,-1
F,W,-2.069969491929623,-2.475707749642347,FW,166,B,-1,-1
M,W,0.3077518460755742,0.18961554857369076,MW,167,W,-1,-1
M,W,1.2465932548183294,1.0686551862945608,MW,168,W,-1,-1
M,W,-0.8637977908843553,-0.7625128845917833,MW,169,W,-1,-1
F,B,-1.8113753258964331,-2.033768015423609,FB,170,B,-1,-1
F,B,-1.81020368751217,-1.9368828230552215,FB,171,W,-1,-1
M,B,-0.42685102661353597,-0.8369460667068072,MB,172,B,-1,-1
F,B,-2.7666735807100973,-2.6101181027595657,FB,173,W,-1,-1
M,W,-0.47857563058457336,-0.6472692898107512,MW,174,B,-1,-1
M,B,-0.24352823533503354,-0.20744971273030294,MB,175,W,-1,-1
M,W,-0.7823073547048245,-0.49658075105551086,MW,176,W,-1,-1
F,W,-4.011969371165717,-3.522894338712089,FW,177,W,-1,-1
M,W,-0.05921104426305684,-0.41247763270548077,MW,178,B,-1,-1
M,B,0.038609467898201084,-0.01498790705818204,MB,179,W,-1,-1
M,W,0.8470787300373853,0.7726346661019905,MW,180,W,-1,-1
M,B,-0.41431538162164677,-0.2657097354092998,MB,181,W,-1,-1
M,W,-0.34521227534051424,-0.38511577812549525,MW,182,B,-1,-1
M,B,0.9576309310097224,0.6774247636483272,MB,183,W,-1,-1
M,B,0.2573190779856043,0.1259441715849632,MB,184,W,-1,-1
F,B,-2.8298557552023937,-2.8041153277642374,FB,185,B,-1,-1
F,W,-2.0081736700899877,-1.8276339679593674,FW,186,W,-1,-1
F,W,-3.122137921964975,-2.8020518156238836,FW,187,W,-1,-1
F,W,-2.2122460100414902,-2.3344258242581226,FW,188,B,-1,-1
M,W,-0.7804915607678848,-0.6361918898519887,MW,189,W,-1,-1
M,W,0.14173619309636712,-0.012185756205293483,MW,190,W,-1,-1
M,W,0.22862118925863675,-0.14390142248786758,MW,191,B,-1,-1
F,W,-2.8999360567667987,-2.63367655206601,FW,192,B,-1,-1
F,W,-2.1891072480870326,-2.3149676583664593,FW,193,W,-1,-1
F,B,-1.305231968962103,-1.2520554787117586,FB,194,W,-1,-1
F,W,-3.508439665875886,-3.037903958634976,FW,195,W,-1,-1
M,B,1.0451779764716207,0.525904971025468,MB,196,B,-1,-1
M,B,-0.09011162125147873,-0.31782063750783124,MB,197,B,-1,-1
M,B,0.18892686987379415,-0.1867694818761532,MB,198,B,-1,-1
M,W,-0.6195919517820371,-0.47751673668158673,MW,199,W,-1,-1
M,B,0.5227313781067846,0.0998091470726486,MB,200,B,-1,-1
F,B,-3.4631907515114086,-3.1032497198559548,FB,201,W,-1,-1
M,B,-0.8683276361378438,-0.9350772815011669,MB,202,B,-1,-1
F,W,-3.1337724097618227,-3.085844660070566,FW,203,B,-1,-1
M,B,0.7523628237078398,0.48237565882859496,MB,204,B,-1,-1
M,B,0.24641364407901592,0.08314550149125993,MB,205,W,-1,-1
M,W,-0.4190139201047589,-0.35398394187720905,MW,206,W,-1,-1
M,B,-0.35231196223656636,-0.22502761416376718,MB,207,W,-1,-1
M,W,-0.39028951611486423,-0.35391027975858047,MW,208,B,-1,-1
M,W,0.24052764449208072,-0.15468976192024844,MW,209,B,-1,-1
M,B,0.13352076143558086,-0.22171456338369172,MB,210,B,-1,-1
F,W,-3.93746869534237,-3.674922360289414,FW,211,W,-1,-1
F,B,-2.3180355752725497,-2.1912037945837617,FB,212,W,-1,-1
M,W,0.050945548686850015,-0.07696074159977166,MW,213,W,-1,-1
M,B,-0.2187862922290195,-0.622828540011976,MB,214,B,-1,-1
M,B,1.3305462754060338,1.2206939923732072,MB,215,W,-1,-1
F,B,-1.4235137694334439,-1.7435155925252617,FB,216,W,-1,-1
M,W,-0.6916801942307352,-0.6769193581421935,MW,217,B,-1,-1
M,W,0.6498641321135553,0.6649578361082664,MW,218,W,-1,-1
F,W,-2.338823436460848,-1.980438820408436,FW,219,W,-1,-1
M,W,-0.9715616813228127,-0.7464809081508246,MW,220,W,-1,-1
F,B,-2.79167032967538,-2.527784513832642,FB,221,W,-1,-1
F,W,-3.890583793045432,-3.4990886952725306,FW,222,W,-1,-1
F,W,-2.684467680885884,-2.4186220107888152,FW,223,W,-1,-1
F,W,-3.1324403891701413,-2.9172419191509666,FW,224,W,-1,-1
F,W,-2.2366942865701156,-2.224411780327282,FW,225,W,-1,-1
F,W,-1.593941596193513,-1.576155981832593,FW,226,W,-1,-1
F,W,-2.305039554801107,-2.152846517116051,FW,227,W,-1,-1
M,W,-0.7010779249495422,-0.6372732432565431,MW,228,W,-1,-1
M,B,0.4478481373698637,-0.11913520487519474,MB,229,B,-1,-1
M,B,-0.7510275314117707,-0.5293661312930269,MB,230,W,-1,-1
M,W,0.23124539184725382,0.2612091411181285,MW,231,W,-1,-1
F,W,-4.70111308443359,-4.242607976027575,FW,232,B,-1,-1
M,B,-0.13853980991785633,-0.052116887083336456,MB,233,W,-1,-1
F,W,-3.7208417147008284,-3.475820976614568,FW,234,W,-1,-1
M,W,0.3517329857246056,0.28549019259600134,MW,235,W,-1,-1
M,B,0.48595949078923134,0.5845865085364003,MB,236,W,-1,-1
F,B,-4.78341986550401,-4.1528269645363345,FB,237,W,-1,-1
M,B,0.9090445209046976,0.702535708217111,MB,238,W,-1,-1
M,B,-0.9432426287285725,-0.6707858219250948,MB,239,W,-1,-1
M,B,-0.7550061915179923,-0.704217234215871,MB,240,W,-1,-1
F,B,-4.266077671424793,-3.543823176492401,FB,241,W,-1,-1
F,B,-3.6980222826162654,-3.4154749885675626,FB,242,W,-1,-1
M,B,0.2669873963688918,0.2608694265192378,MB,243,W,-1,-1
F,B,-4.1638547514805,-3.574236681881485,FB,244,W,-1,-1
F,B,-3.7412897389603597,-3.330364831724266,FB,245,W,-1,-1
M,B,-0.03512904416377236,-0.14005880868300044,MB,246,B,-1,-1
F,W,-1.1055504567130916,-1.240731149694966,FW,247,W,-1,-1
F,B,-2.6829993818938394,-2.768568470768051,FB,248,W,-1,-1
F,B,-3.071499542995124,-3.1153006212913206,FB,249,B,-1,-1
M,W,-0.1363567550255535,-0.32917706814837844,MW,250,W,-1,-1
M,B,0.7974927285180888,0.5946136502928239,MB,251,W,-1,-1
M,W,-0.5361492276458356,-0.5397688215735025,MW,252,W,-1,-1
M,W,-0.44235000174119543,-0.36815712934424094,MW,253,B,-1,-1
M,B,0.04581325780465069,-0.18071922507399937,MB,254,W,-1,-1
M,B,1.1923792650494622,1.03583128998926,MB,255,W,-1,-1
M,B,0.3023125554213084,0.1593266178573755,MB,256,B,-1,-1
F,B,-3.43297368238747,-3.3823989443674027,FB,257,B,-1,-1
M,W,-0.8903749651223145,-0.7320036845008091,MW,258,W,-1,-1
M,B,-0.5123015039342539,-0.5507264283925819,MB,259,B,-1,-1
M,W,-1.0416559937802925,-0.9901305199565589,MW,260,B,-1,-1
M,B,-0.49812216266285714,-0.617237233405637,MB,261,B,-1,-1
F,W,-2.722967685770461,-2.7589077353505607,FW,262,B,-1,-1
F,W,-4.681021430680122,-3.937876304429379,FW,263,W,-1,-1
F,W,-2.24695136334614,-2.0521524206943558,FW,264,W,-1,-1
M,W,1.0079206514983312,0.6341500946120419,MW,265,B,-1,-1
M,W,-0.009237671878880756,-0.19119626415938545,MW,266,B,-1,-1
F,W,-2.7578705737765135,-3.048023526302819,FW,267,B,-1,-1
M,B,0.24895406584913768,0.2340835878054823,MB,268,W,-1,-1
M,B,-0.7247219888803752,-0.6719707196529608,MB,269,B,-1,-1
M,W,0.3541494751813348,0.20333986989400157,MW,270,B,-1,-1
M,B,-0.04485863970977225,-0.05475590832680297,MB,271,W,-1,-1
M,W,-0.07931425472969293,-0.37188551383447566,MW,272,B,-1,-1
M,W,0.20757915584223183,0.0298959611837524,MW,273,W,-1,-1
M,B,-0.26079808451304826,-0.5321269492200856,MB,274,B,-1,-1
M,W,-0.19483602498804684,-0.08125914903794389,MW,275,W,-1,-1
M,W,0.0856804045965457,0.12996948756973986,MW,276,W,-1,-1
M,W,-0.11577624047106115,-0.1534888942211023,MW,277,W,-1,-1
M,B,-0.8541793214235736,-1.1046966205397153,MB,278,B,-1,-1
M,W,0.0916115716478663,0.1591998478515817,MW,279,W,-1,-1
M,B,-1.2232705338724859,-0.7978955389265798,MB,280,W,-1,-1
M,B,0.23697993221057298,0.4023576234541936,MB,281,W,-1,-1
F,W,-3.1295552225492607,-2.9686227106632055,FW,282,W,-1,-1
M,B,1.278880451141499,1.2453845642171544,MB,283,W,-1,-1
M,B,-1.5005234683178477,-1.204936299631098,MB,284,W,-1,-1
F,B,-1.8187513611788637,-1.7466048854697567,FB,285,W,-1,-1
M,B,0.5651407254626432,0.17203834764575,MB,286,B,-1,-1
M,B,-0.9618603046559935,-1.0829008059570588,MB,287,B,-1,-1
M,B,-1.1333260992936804,-1.116696321464929,MB,288,B,-1,-1
M,W,-0.8470631952371636,-0.6974901579874662,MW,289,B,-1,-1
M,B,-1.5808922173997226,-1.5530521706736444,MB,290,B,-1,-1
F,B,-4.509682524864616,-4.14273098374624,FB,291,W,-1,-1
F,B,-2.7371597171383546,-2.906541130746045,FB,292,B,-1,-1
M,W,-0.4433009874375183,-0.1701131326623654,MW,293,W,-1,-1
F,B,-2.116656027176842,-2.4013149666387625,FB,294,W,-1,-1
F,W,-1.8128748566642319,-2.226943829132429,FW,295,B,-1,-1
M,W,-0.7744441506350299,-0.46035532950857294,MW,296,W,-1,-1
M,W,-0.46261669978562625,-0.3444032427487999,MW,297,W,-1,-1
M,B,-0.000974461111430284,-0.22270870062103315,MB,298,B,-1,-1
F,B,-3.160053204386303,-3.0573827342776685,FB,299,B,-1,-1
F,B,-3.47602654759899,-3.1544480133981505,FB,300,W,-1,-1
M,B,-0.2690211912651637,-0.4260253007260555,MB,301,B,-1,-1
M,B,0.9153056073058433,0.597058152632999,MB,302,W,-1,-1
F,W,-2.156393068177182,-2.243307022812933,FW,303,B,-1,-1
F,B,-3.372308382689796,-3.2384778794951075,FB,304,B,-1,-1
M,B,-0.04208172570938991,-0.39001861650480435,MB,305,B,-1,-1
F,W,-2.670373775090899,-2.2898345438729475,FW,306,B,-1,-1
F,W,-3.0949679454857204,-3.098251394948513,FW,307,B,-1,-1
M,W,0.4621230428733456,0.2546974483545054,MW,308,W,-1,-1
M,W,0.15389738152566448,-0.060425808204776416,MW,309,W,-1,-1
M,W,2.1197794627315325,1.4835030952403296,MW,310,W,-1,-1
M,W,-0.48151232338376004,-0.362999100950267,MW,311,W,-1,-1
F,W,-2.362137920527864,-2.3987922234420367,FW,312,W,-1,-1
F,W,-2.945574646949786,-2.5014790101806943,FW,313,W,-1,-1
F,W,-3.8364834141941615,-3.4430572275801263,FW,314,W,-1,-1
M,B,-0.9715003153621588,-0.7877037156456881,MB,315,W,-1,-1
F,W,-2.486325639945818,-2.191666831608892,FW,316,W,-1,-1
M,B,0.3124223885167357,0.07261288294939755,MB,317,W,-1,-1
M,W,-0.24413594250307347,-0.4987539841756184,MW,318,B,-1,-1
F,W,-4.4076743558189095,-3.9643029576110123,FW,319,W,-1,-1
M,B,0.4349295479627032,0.019063771675937202,MB,320,B,-1,-1
F,W,-2.684593791441891,-2.5039135969236597,FW,321,W,-1,-1
M,W,0.1068780104263061,0.14903940810663746,MW,322,W,-1,-1
M,W,-0.6559933280819543,-0.6340977272700656,MW,323,W,-1,-1
F,B,-3.1889287584477723,-3.053047452282979,FB,324,B,-1,-1
M,W,-0.49713311301767904,-0.5046873124549783,MW,325,W,-1,-1
F,B,-4.506209830818284,-4.058177909753448,FB,326,W,-1,-1
F,B,-2.715263450536437,-2.7788936367503028,FB,327,B,-1,-1
F,W,-3.0263328509946654,-2.4369150001711213,FW,328,W,-1,-1
M,W,-0.894104091345917,-0.8175327105200653,MW,329,B,-1,-1
M,W,-0.0739448546747009,-0.10805497406817183,MW,330,W,-1,-1
M,W,-0.5602025891126878,-0.4947210653643361,MW,331,W,-1,-1
F,W,-3.361807200898817,-3.109405936517332,FW,332,B,-1,-1
M,W,-0.2974923449973069,-0.46745224080054404,MW,333,B,-1,-1
F,B,-3.158814492634239,-2.838987501008966,FB,334,W,-1,-1
F,B,-2.015618721397184,-2.0072639402880763,FB,335,B,-1,-1
F,B,-3.6297767812716444,-3.2831194125926797,FB,336,W,-1,-1
F,W,-1.8533792715203379,-1.7609289442039833,FW,337,W,-1,-1
M,B,-0.9808779827908662,-0.8874169102784164,MB,338,W,-1,-1
M,W,-0.07788239081464819,-0.3304871871021533,MW,339,B,-1,-1
M,W,0.008225619998784907,0.15774547429016636,MW,340,W,-1,-1
M,B,0.007090899164926609,0.23852724622327937,MB,341,W,-1,-1
F,W,-4.083818951117777,-3.786742043854833,FW,342,W,-1,-1
M,W,-0.13616683849792227,-0.29536963227960145,MW,343,W,-1,-1
M,B,1.0062969261350894,0.475055545465671,MB,344,B,-1,-1
F,W,-3.5986270770445303,-3.5639961601534402,FW,345,B,-1,-1
F,B,-3.144437897201084,-2.9168848474867692,FB,346,W,-1,-1
M,B,-0.25789912488931055,-0.12877762485686706,MB,347,W,-1,-1
M,W,1.0582376337897579,0.7188090813355948,MW,348,W,-1,-1
F,W,-2.8510583715880666,-2.6518864995820017,FW,349,W,-1,-1
M,W,-1.2337636762597715,-0.9410420365343638,MW,350,W,-1,-1
M,B,-0.056087374280333814,-0.03325954048219072,MB,351,W,-1,-1
M,W,0.09192689315335989,0.08432389292840678,MW,352,W,-1,-1
M,B,0.3249000355739849,0.1894616907195834,MB,353,W,-1,-1
M,W,-0.266170356737519,-0.29860720758896253,MW,354,W,-1,-1
M,W,-0.602246816096178,-0.5722100227053082,MW,355,W,-1,-1
F,B,-2.234817464868945,-2.3333717943724004,FB,356,B,-1,-1
M,W,-0.5313010796474549,-0.6098666008524523,MW,357,W,-1,-1
F,W,-2.8603161743218464,-2.8183071926273637,FW,358,W,-1,-1
F,B,-2.345623778056456,-2.495427743822291,FB,359,B,-1,-1
M,B,-0.1273331155845733,-0.43089880551801535,MB,360,B,-1,-1
M,W,0.3538792255265694,0.2005225354488574,MW,361,B,-1,-1
F,B,-2.905580203350426,-2.759229570998656,FB,362,W,-1,-1
F,W,-3.47368780090148,-3.4608516899893678,FW,363,B,-1,-1
F,B,-4.692502932015198,-4.215788295493373,FB,364,W,-1,-1
F,B,-3.3764266124134377,-3.0312808039787185,FB,365,W,-1,-1
M,W,1.4132742465515546,1.0364616572788188,MW,366,W,-1,-1
F,W,-2.450770162943995,-2.2884507414691195,FW,367,W,-1,-1
F,B,-2.636807971220791,-2.639026414892182,FB,368,W,-1,-1
M,W,0.7845770052733021,0.4763934899391028,MW,369,B,-1,-1
F,B,-3.982577666318208,-3.592013792446297,FB,370,B,-1,-1
F,B,-3.9568381447444363,-3.4939658630053456,FB,371,W,-1,-1
F,W,-2.9195625584716525,-2.9524749969598734,FW,372,W,-1,-1
F,W,-2.3888878767753803,-2.705937277337126,FW,373,B,-1,-1
M,W,-1.1911997406793715,-0.9233943668511587,MW,374,B,-1,-1
F,B,-2.5672536168966644,-2.2742853523233983,FB,375,W,-1,-1
M,W,0.4987576843451489,0.519000744392166,MW,376,W,-1,-1
M,B,0.8588863764511786,0.6397362623133727,MB,377,W,-1,-1
M,W,0.9806997407576191,0.9357696953562386,MW,378,W,-1,-1
M,W,0.0367666284417769,-0.12451554956270633,MW,379,B,-1,-1
F,W,-3.2635990912608577,-2.894169672029061,FW,380,W,-1,-1
M,W,-0.26404479856475827,-0.0892894551311804,MW,381,W,-1,-1
M,B,-0.2978991509326368,-0.157041938364526,MB,382,W,-1,-1
M,B,1.5152964275139178,1.0491937730933287,MB,383,B,-1,-1
F,W,-2.7033245932066414,-2.6274900281927076,FW,384,W,-1,-1
M,B,-1.3919568653305538,-1.2320765947934125,MB,385,B,-1,-1
M,B,-1.458034193492665,-1.4325598595155966,MB,386,B,-1,-1
M,W,-0.9864690604572012,-1.0143084497333414,MW,387,B,-1,-1
